yaw_gain,yaw_sign,yaw_k,yaw_max,score,success_rate,goal_rate,startup_failed_rate,out_lane_rate,first_goal_time_mean,final_goal_error_mean,hold_drift_mean,max_abs_y_mean,mean_abs_y_mean,policy_json,summary_json,summary_md
-0.025,-1.0,0.025,0.2,89.71418690548472,1.0,1.0,0.0,0.0,178.33333333333334,0.06966666666666654,0.029999999999999954,0.34833333333333333,0.1229710978434415,models/phase_d4/d4_context_meta_policy_rough_clearance_holdvx0025_v0.json,reports/phase_d4/yaw_gain_m0p025_phase_d4_context_meta_repeat_20260718_182704_summary_v0.json,reports/phase_d4/yaw_gain_m0p025_phase_d4_context_meta_repeat_20260718_182704_summary_v0.md
