yaw_gain,yaw_sign,yaw_k,yaw_max,score,success_rate,goal_rate,startup_failed_rate,out_lane_rate,first_goal_time_mean,final_goal_error_mean,hold_drift_mean,max_abs_y_mean,mean_abs_y_mean,policy_json,summary_json,summary_md
-0.025,-1.0,0.025,0.2,88.26327868852458,1.0,1.0,0.0,0.0,178.0,0.02200000000000024,0.09100000000000108,0.367,0.17576229508196728,models/phase_d4/d4_context_meta_policy_rough_clearance_holdvx0025_v0.json,reports/phase_d4/yaw_gain_m0p025_phase_d4_context_meta_repeat_20260718_181236_summary_v0.json,reports/phase_d4/yaw_gain_m0p025_phase_d4_context_meta_repeat_20260718_181236_summary_v0.md
