decision_index,pair_index,context_id,group,terrain,seed,mission,primary_metric,constraint_1,constraint_1_budget,constraint_2,constraint_2_budget,selected_beta_name,alternative_beta_name,delta_cost_motion,delta_cost_stability,delta_cost_energy,feasible_choice_count,decision_weight,pair_weight
571,0,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,decision_time_s,7.163999999999999,cost_stability,0.011515581602858404,stability,balanced,-0.005461213241925417,-0.00010008584045427017,0.010005308803068269,3,0.1111111111111111,0.05555555555555555
571,1,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,decision_time_s,7.163999999999999,cost_stability,0.011515581602858404,stability,motion,-0.009790324914418114,-0.00036798267042786534,0.011872375968032256,3,0.1111111111111111,0.05555555555555555
572,0,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,decision_time_s,7.163999999999999,cost_stability,0.011519674417583605,stability,balanced,-0.005461213241925417,-0.00010008584045427017,0.010005308803068269,3,0.1111111111111111,0.05555555555555555
572,1,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,decision_time_s,7.163999999999999,cost_stability,0.011519674417583605,stability,motion,-0.009790324914418114,-0.00036798267042786534,0.011872375968032256,3,0.1111111111111111,0.05555555555555555
574,0,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,decision_time_s,7.169999999999999,cost_stability,0.011415495762404134,balanced,motion,-0.004329111672492697,-0.00026789682997359517,0.001867067164963987,2,0.1111111111111111,0.1111111111111111
575,0,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,decision_time_s,7.169999999999999,cost_stability,0.011515581602858404,stability,balanced,-0.005461213241925417,-0.00010008584045427017,0.010005308803068269,3,0.1111111111111111,0.05555555555555555
575,1,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,decision_time_s,7.169999999999999,cost_stability,0.011515581602858404,stability,motion,-0.009790324914418114,-0.00036798267042786534,0.011872375968032256,3,0.1111111111111111,0.05555555555555555
576,0,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,decision_time_s,7.169999999999999,cost_stability,0.011519674417583605,stability,balanced,-0.005461213241925417,-0.00010008584045427017,0.010005308803068269,4,0.1111111111111111,0.037037037037037035
576,1,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,decision_time_s,7.169999999999999,cost_stability,0.011519674417583605,stability,motion,-0.009790324914418114,-0.00036798267042786534,0.011872375968032256,4,0.1111111111111111,0.037037037037037035
576,2,flat_train:flat:27116,flat_train,flat,27116,efficient,cost_energy,decision_time_s,7.169999999999999,cost_stability,0.011519674417583605,stability,energy,-0.0014911713384509473,4.092814725201177e-06,0.003929888035372753,4,0.1111111111111111,0.037037037037037035
579,0,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,cost_stability,0.011333191228952252,cost_energy,0.5435178539779204,balanced,motion,-0.004556680437729749,-0.00014445537341138855,0.006670749660610875,2,0.16666666666666666,0.16666666666666666
582,0,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,cost_stability,0.011376305027443523,cost_energy,0.5368471043173095,balanced,stability,0.0052910443215533065,4.3113798491270505e-05,-0.008128503969121792,2,0.16666666666666666,0.16666666666666666
583,0,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,cost_stability,0.011376305027443523,cost_energy,0.5435178539779204,balanced,motion,-0.004556680437729749,-0.00014445537341138855,0.006670749660610875,3,0.16666666666666666,0.08333333333333333
583,1,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,cost_stability,0.011376305027443523,cost_energy,0.5435178539779204,balanced,stability,0.0052910443215533065,4.3113798491270505e-05,-0.008128503969121792,3,0.16666666666666666,0.08333333333333333
585,0,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,cost_stability,0.011492265555327915,cost_energy,0.5335824301082002,energy,stability,0.001902052294898926,-0.00011596052788439247,-0.004863829760012428,2,0.16666666666666666,0.16666666666666666
586,0,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,cost_stability,0.011492265555327915,cost_energy,0.5368471043173095,balanced,stability,0.0052910443215533065,4.3113798491270505e-05,-0.008128503969121792,3,0.16666666666666666,0.08333333333333333
586,1,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,cost_stability,0.011492265555327915,cost_energy,0.5368471043173095,balanced,energy,0.0033889920266543805,0.00015907432637566297,-0.003264674209109364,3,0.16666666666666666,0.08333333333333333
587,0,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,cost_stability,0.011492265555327915,cost_energy,0.5435178539779204,balanced,motion,-0.004556680437729749,-0.00014445537341138855,0.006670749660610875,4,0.16666666666666666,0.05555555555555555
587,1,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,cost_stability,0.011492265555327915,cost_energy,0.5435178539779204,balanced,stability,0.0052910443215533065,4.3113798491270505e-05,-0.008128503969121792,4,0.16666666666666666,0.05555555555555555
587,2,flat_train:flat:27117,flat_train,flat,27117,fast,decision_time_s,cost_stability,0.011492265555327915,cost_energy,0.5435178539779204,balanced,energy,0.0033889920266543805,0.00015907432637566297,-0.003264674209109364,4,0.16666666666666666,0.05555555555555555
591,0,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,decision_time_s,6.962000000000001,cost_energy,0.5435178539779204,motion,balanced,0.004556680437729749,0.00014445537341138855,-0.006670749660610875,2,0.16666666666666666,0.16666666666666666
593,0,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,decision_time_s,7.147999999999999,cost_energy,0.5368471043173095,balanced,energy,0.0033889920266543805,0.00015907432637566297,-0.003264674209109364,2,0.16666666666666666,0.16666666666666666
594,0,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,decision_time_s,7.147999999999999,cost_energy,0.5435178539779204,motion,balanced,0.004556680437729749,0.00014445537341138855,-0.006670749660610875,3,0.16666666666666666,0.08333333333333333
594,1,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,decision_time_s,7.147999999999999,cost_energy,0.5435178539779204,motion,energy,0.00794567246438413,0.0003035296997870515,-0.009935423869720239,3,0.16666666666666666,0.08333333333333333
596,0,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,decision_time_s,7.153999999999999,cost_energy,0.5335824301082002,stability,energy,-0.001902052294898926,0.00011596052788439247,0.004863829760012428,2,0.16666666666666666,0.16666666666666666
597,0,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,decision_time_s,7.153999999999999,cost_energy,0.5368471043173095,balanced,stability,0.0052910443215533065,4.3113798491270505e-05,-0.008128503969121792,3,0.16666666666666666,0.08333333333333333
597,1,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,decision_time_s,7.153999999999999,cost_energy,0.5368471043173095,balanced,energy,0.0033889920266543805,0.00015907432637566297,-0.003264674209109364,3,0.16666666666666666,0.08333333333333333
598,0,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,decision_time_s,7.153999999999999,cost_energy,0.5435178539779204,motion,balanced,0.004556680437729749,0.00014445537341138855,-0.006670749660610875,4,0.16666666666666666,0.05555555555555555
598,1,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,decision_time_s,7.153999999999999,cost_energy,0.5435178539779204,motion,stability,0.009847724759283055,0.00018756917190265905,-0.014799253629732667,4,0.16666666666666666,0.05555555555555555
598,2,flat_train:flat:27117,flat_train,flat,27117,stable,cost_stability,decision_time_s,7.153999999999999,cost_energy,0.5435178539779204,motion,energy,0.00794567246438413,0.0003035296997870515,-0.009935423869720239,4,0.16666666666666666,0.05555555555555555
603,0,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,6.962000000000001,cost_stability,0.011333191228952252,balanced,motion,-0.004556680437729749,-0.00014445537341138855,0.006670749660610875,2,0.1111111111111111,0.1111111111111111
604,0,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,6.962000000000001,cost_stability,0.011376305027443523,balanced,motion,-0.004556680437729749,-0.00014445537341138855,0.006670749660610875,2,0.1111111111111111,0.1111111111111111
605,0,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,6.962000000000001,cost_stability,0.011492265555327915,balanced,motion,-0.004556680437729749,-0.00014445537341138855,0.006670749660610875,2,0.1111111111111111,0.1111111111111111
607,0,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,7.147999999999999,cost_stability,0.011333191228952252,balanced,motion,-0.004556680437729749,-0.00014445537341138855,0.006670749660610875,2,0.1111111111111111,0.1111111111111111
608,0,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,7.147999999999999,cost_stability,0.011376305027443523,balanced,motion,-0.004556680437729749,-0.00014445537341138855,0.006670749660610875,2,0.1111111111111111,0.1111111111111111
609,0,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,7.147999999999999,cost_stability,0.011492265555327915,energy,balanced,-0.0033889920266543805,-0.00015907432637566297,0.003264674209109364,3,0.1111111111111111,0.05555555555555555
609,1,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,7.147999999999999,cost_stability,0.011492265555327915,energy,motion,-0.00794567246438413,-0.0003035296997870515,0.009935423869720239,3,0.1111111111111111,0.05555555555555555
611,0,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,7.153999999999999,cost_stability,0.011333191228952252,balanced,motion,-0.004556680437729749,-0.00014445537341138855,0.006670749660610875,2,0.1111111111111111,0.1111111111111111
612,0,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,7.153999999999999,cost_stability,0.011376305027443523,stability,balanced,-0.0052910443215533065,-4.3113798491270505e-05,0.008128503969121792,3,0.1111111111111111,0.05555555555555555
612,1,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,7.153999999999999,cost_stability,0.011376305027443523,stability,motion,-0.009847724759283055,-0.00018756917190265905,0.014799253629732667,3,0.1111111111111111,0.05555555555555555
613,0,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,7.153999999999999,cost_stability,0.011492265555327915,stability,balanced,-0.0052910443215533065,-4.3113798491270505e-05,0.008128503969121792,4,0.1111111111111111,0.037037037037037035
613,1,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,7.153999999999999,cost_stability,0.011492265555327915,stability,motion,-0.009847724759283055,-0.00018756917190265905,0.014799253629732667,4,0.1111111111111111,0.037037037037037035
613,2,flat_train:flat:27117,flat_train,flat,27117,efficient,cost_energy,decision_time_s,7.153999999999999,cost_stability,0.011492265555327915,stability,energy,-0.001902052294898926,0.00011596052788439247,0.004863829760012428,4,0.1111111111111111,0.037037037037037035
616,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,cost_stability,0.009825322868277425,cost_energy,0.588925455449709,balanced,motion,-0.003781594518542042,-0.0002904967250899615,0.009542258661144776,2,0.16666666666666666,0.16666666666666666
619,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,cost_stability,0.009991276654595453,cost_energy,0.5793831967885642,balanced,stability,0.005046779050592809,0.00016595378631802798,-0.005176791535448699,2,0.16666666666666666,0.16666666666666666
620,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,cost_stability,0.009991276654595453,cost_energy,0.588925455449709,balanced,motion,-0.003781594518542042,-0.0002904967250899615,0.009542258661144776,3,0.16666666666666666,0.08333333333333333
620,1,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,cost_stability,0.009991276654595453,cost_energy,0.588925455449709,balanced,stability,0.005046779050592809,0.00016595378631802798,-0.005176791535448699,3,0.16666666666666666,0.08333333333333333
622,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,cost_stability,0.01002611247089111,cost_energy,0.5775501856754942,stability,energy,-0.0013617886072972707,3.483581629565649e-05,0.003343780422378706,2,0.16666666666666666,0.16666666666666666
623,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,cost_stability,0.01002611247089111,cost_energy,0.5793831967885642,balanced,stability,0.005046779050592809,0.00016595378631802798,-0.005176791535448699,3,0.16666666666666666,0.08333333333333333
623,1,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,cost_stability,0.01002611247089111,cost_energy,0.5793831967885642,balanced,energy,0.0036849904432955383,0.00020078960261368448,-0.0018330111130699933,3,0.16666666666666666,0.08333333333333333
624,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,cost_stability,0.01002611247089111,cost_energy,0.588925455449709,balanced,motion,-0.003781594518542042,-0.0002904967250899615,0.009542258661144776,4,0.16666666666666666,0.05555555555555555
624,1,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,cost_stability,0.01002611247089111,cost_energy,0.588925455449709,balanced,stability,0.005046779050592809,0.00016595378631802798,-0.005176791535448699,4,0.16666666666666666,0.05555555555555555
624,2,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,fast,decision_time_s,cost_stability,0.01002611247089111,cost_energy,0.588925455449709,balanced,energy,0.0036849904432955383,0.00020078960261368448,-0.0018330111130699933,4,0.16666666666666666,0.05555555555555555
628,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,decision_time_s,6.969999999999999,cost_energy,0.588925455449709,motion,balanced,0.003781594518542042,0.0002904967250899615,-0.009542258661144776,2,0.16666666666666666,0.16666666666666666
631,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,decision_time_s,7.149999999999998,cost_energy,0.5793831967885642,balanced,stability,0.005046779050592809,0.00016595378631802798,-0.005176791535448699,2,0.16666666666666666,0.16666666666666666
632,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,decision_time_s,7.149999999999998,cost_energy,0.588925455449709,motion,balanced,0.003781594518542042,0.0002904967250899615,-0.009542258661144776,3,0.16666666666666666,0.08333333333333333
632,1,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,decision_time_s,7.149999999999998,cost_energy,0.588925455449709,motion,stability,0.00882837356913485,0.0004564505114079895,-0.014719050196593475,3,0.16666666666666666,0.08333333333333333
634,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,decision_time_s,7.160000000000003,cost_energy,0.5775501856754942,stability,energy,-0.0013617886072972707,3.483581629565649e-05,0.003343780422378706,2,0.16666666666666666,0.16666666666666666
635,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,decision_time_s,7.160000000000003,cost_energy,0.5793831967885642,balanced,stability,0.005046779050592809,0.00016595378631802798,-0.005176791535448699,3,0.16666666666666666,0.08333333333333333
635,1,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,decision_time_s,7.160000000000003,cost_energy,0.5793831967885642,balanced,energy,0.0036849904432955383,0.00020078960261368448,-0.0018330111130699933,3,0.16666666666666666,0.08333333333333333
636,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,decision_time_s,7.160000000000003,cost_energy,0.588925455449709,motion,balanced,0.003781594518542042,0.0002904967250899615,-0.009542258661144776,4,0.16666666666666666,0.05555555555555555
636,1,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,decision_time_s,7.160000000000003,cost_energy,0.588925455449709,motion,stability,0.00882837356913485,0.0004564505114079895,-0.014719050196593475,4,0.16666666666666666,0.05555555555555555
636,2,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,stable,cost_stability,decision_time_s,7.160000000000003,cost_energy,0.588925455449709,motion,energy,0.00746658496183758,0.000491286327703646,-0.011375269774214769,4,0.16666666666666666,0.05555555555555555
641,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,6.969999999999999,cost_stability,0.009825322868277425,balanced,motion,-0.003781594518542042,-0.0002904967250899615,0.009542258661144776,2,0.1111111111111111,0.1111111111111111
642,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,6.969999999999999,cost_stability,0.009991276654595453,balanced,motion,-0.003781594518542042,-0.0002904967250899615,0.009542258661144776,2,0.1111111111111111,0.1111111111111111
643,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,6.969999999999999,cost_stability,0.01002611247089111,balanced,motion,-0.003781594518542042,-0.0002904967250899615,0.009542258661144776,2,0.1111111111111111,0.1111111111111111
645,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,7.149999999999998,cost_stability,0.009825322868277425,balanced,motion,-0.003781594518542042,-0.0002904967250899615,0.009542258661144776,2,0.1111111111111111,0.1111111111111111
646,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,7.149999999999998,cost_stability,0.009991276654595453,stability,balanced,-0.005046779050592809,-0.00016595378631802798,0.005176791535448699,3,0.1111111111111111,0.05555555555555555
646,1,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,7.149999999999998,cost_stability,0.009991276654595453,stability,motion,-0.00882837356913485,-0.0004564505114079895,0.014719050196593475,3,0.1111111111111111,0.05555555555555555
647,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,7.149999999999998,cost_stability,0.01002611247089111,stability,balanced,-0.005046779050592809,-0.00016595378631802798,0.005176791535448699,3,0.1111111111111111,0.05555555555555555
647,1,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,7.149999999999998,cost_stability,0.01002611247089111,stability,motion,-0.00882837356913485,-0.0004564505114079895,0.014719050196593475,3,0.1111111111111111,0.05555555555555555
649,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,7.160000000000003,cost_stability,0.009825322868277425,balanced,motion,-0.003781594518542042,-0.0002904967250899615,0.009542258661144776,2,0.1111111111111111,0.1111111111111111
650,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,7.160000000000003,cost_stability,0.009991276654595453,stability,balanced,-0.005046779050592809,-0.00016595378631802798,0.005176791535448699,3,0.1111111111111111,0.05555555555555555
650,1,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,7.160000000000003,cost_stability,0.009991276654595453,stability,motion,-0.00882837356913485,-0.0004564505114079895,0.014719050196593475,3,0.1111111111111111,0.05555555555555555
651,0,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,7.160000000000003,cost_stability,0.01002611247089111,stability,balanced,-0.005046779050592809,-0.00016595378631802798,0.005176791535448699,4,0.1111111111111111,0.037037037037037035
651,1,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,7.160000000000003,cost_stability,0.01002611247089111,stability,motion,-0.00882837356913485,-0.0004564505114079895,0.014719050196593475,4,0.1111111111111111,0.037037037037037035
651,2,low_friction_train:low_friction:27200,low_friction_train,low_friction,27200,efficient,cost_energy,decision_time_s,7.160000000000003,cost_stability,0.01002611247089111,stability,energy,-0.0013617886072972707,3.483581629565649e-05,0.003343780422378706,4,0.1111111111111111,0.037037037037037035
655,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,cost_stability,0.010064643397847418,cost_energy,0.5819514871584712,motion,energy,0.008484005207707812,0.0007458055742903518,-0.0089087519578529,2,0.14285714285714285,0.14285714285714285
657,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,cost_stability,0.010149988625957437,cost_energy,0.5730427352006183,stability,energy,-0.00077846149626698,-8.534522811001928e-05,0.0006750290533217296,2,0.14285714285714285,0.14285714285714285
658,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,cost_stability,0.010149988625957437,cost_energy,0.5802735532778973,stability,energy,-0.00077846149626698,-8.534522811001928e-05,0.0006750290533217296,2,0.14285714285714285,0.14285714285714285
659,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,cost_stability,0.010149988625957437,cost_energy,0.5819514871584712,motion,stability,0.009262466703974792,0.0008311508024003711,-0.00958378101117463,3,0.14285714285714285,0.07142857142857142
659,1,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,cost_stability,0.010149988625957437,cost_energy,0.5819514871584712,motion,energy,0.008484005207707812,0.0007458055742903518,-0.0089087519578529,3,0.14285714285714285,0.07142857142857142
661,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,cost_stability,0.010278273185378417,cost_energy,0.5730427352006183,stability,energy,-0.00077846149626698,-8.534522811001928e-05,0.0006750290533217296,2,0.14285714285714285,0.14285714285714285
662,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,cost_stability,0.010278273185378417,cost_energy,0.5802735532778973,balanced,stability,0.004208938838862142,-0.00012828455942097937,-0.007905847130600718,3,0.14285714285714285,0.07142857142857142
662,1,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,cost_stability,0.010278273185378417,cost_energy,0.5802735532778973,balanced,energy,0.003430477342595162,-0.00021362978753099865,-0.007230818077278989,3,0.14285714285714285,0.07142857142857142
663,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,cost_stability,0.010278273185378417,cost_energy,0.5819514871584712,motion,balanced,0.00505352786511265,0.0009594353618213505,-0.001677933880573912,4,0.14285714285714285,0.047619047619047616
663,1,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,cost_stability,0.010278273185378417,cost_energy,0.5819514871584712,motion,stability,0.009262466703974792,0.0008311508024003711,-0.00958378101117463,4,0.14285714285714285,0.047619047619047616
663,2,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,fast,decision_time_s,cost_stability,0.010278273185378417,cost_energy,0.5819514871584712,motion,energy,0.008484005207707812,0.0007458055742903518,-0.0089087519578529,4,0.14285714285714285,0.047619047619047616
666,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,decision_time_s,6.944000000000002,cost_energy,0.5819514871584712,motion,balanced,0.00505352786511265,0.0009594353618213505,-0.001677933880573912,2,0.16666666666666666,0.16666666666666666
669,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,decision_time_s,7.1599999999999975,cost_energy,0.5802735532778973,stability,balanced,-0.004208938838862142,0.00012828455942097937,0.007905847130600718,2,0.16666666666666666,0.16666666666666666
670,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,decision_time_s,7.1599999999999975,cost_energy,0.5819514871584712,motion,balanced,0.00505352786511265,0.0009594353618213505,-0.001677933880573912,3,0.16666666666666666,0.08333333333333333
670,1,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,decision_time_s,7.1599999999999975,cost_energy,0.5819514871584712,motion,stability,0.009262466703974792,0.0008311508024003711,-0.00958378101117463,3,0.16666666666666666,0.08333333333333333
672,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,decision_time_s,7.171999999999999,cost_energy,0.5730427352006183,energy,stability,0.00077846149626698,8.534522811001928e-05,-0.0006750290533217296,2,0.16666666666666666,0.16666666666666666
673,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,decision_time_s,7.171999999999999,cost_energy,0.5802735532778973,energy,balanced,-0.003430477342595162,0.00021362978753099865,0.007230818077278989,3,0.16666666666666666,0.08333333333333333
673,1,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,decision_time_s,7.171999999999999,cost_energy,0.5802735532778973,energy,stability,0.00077846149626698,8.534522811001928e-05,-0.0006750290533217296,3,0.16666666666666666,0.08333333333333333
674,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,decision_time_s,7.171999999999999,cost_energy,0.5819514871584712,motion,balanced,0.00505352786511265,0.0009594353618213505,-0.001677933880573912,4,0.16666666666666666,0.05555555555555555
674,1,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,decision_time_s,7.171999999999999,cost_energy,0.5819514871584712,motion,stability,0.009262466703974792,0.0008311508024003711,-0.00958378101117463,4,0.16666666666666666,0.05555555555555555
674,2,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stable,cost_stability,decision_time_s,7.171999999999999,cost_energy,0.5819514871584712,motion,energy,0.008484005207707812,0.0007458055742903518,-0.0089087519578529,4,0.16666666666666666,0.05555555555555555
682,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,efficient,cost_energy,decision_time_s,6.944000000000002,cost_stability,0.010278273185378417,balanced,motion,-0.00505352786511265,-0.0009594353618213505,0.001677933880573912,2,0.16666666666666666,0.16666666666666666
685,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,efficient,cost_energy,decision_time_s,7.1599999999999975,cost_stability,0.010149988625957437,stability,motion,-0.009262466703974792,-0.0008311508024003711,0.00958378101117463,2,0.16666666666666666,0.16666666666666666
686,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,efficient,cost_energy,decision_time_s,7.1599999999999975,cost_stability,0.010278273185378417,stability,balanced,-0.004208938838862142,0.00012828455942097937,0.007905847130600718,3,0.16666666666666666,0.08333333333333333
686,1,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,efficient,cost_energy,decision_time_s,7.1599999999999975,cost_stability,0.010278273185378417,stability,motion,-0.009262466703974792,-0.0008311508024003711,0.00958378101117463,3,0.16666666666666666,0.08333333333333333
688,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,efficient,cost_energy,decision_time_s,7.171999999999999,cost_stability,0.010064643397847418,energy,motion,-0.008484005207707812,-0.0007458055742903518,0.0089087519578529,2,0.16666666666666666,0.16666666666666666
689,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,efficient,cost_energy,decision_time_s,7.171999999999999,cost_stability,0.010149988625957437,stability,motion,-0.009262466703974792,-0.0008311508024003711,0.00958378101117463,3,0.16666666666666666,0.08333333333333333
689,1,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,efficient,cost_energy,decision_time_s,7.171999999999999,cost_stability,0.010149988625957437,stability,energy,-0.00077846149626698,-8.534522811001928e-05,0.0006750290533217296,3,0.16666666666666666,0.08333333333333333
690,0,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,efficient,cost_energy,decision_time_s,7.171999999999999,cost_stability,0.010278273185378417,stability,balanced,-0.004208938838862142,0.00012828455942097937,0.007905847130600718,4,0.16666666666666666,0.05555555555555555
690,1,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,efficient,cost_energy,decision_time_s,7.171999999999999,cost_stability,0.010278273185378417,stability,motion,-0.009262466703974792,-0.0008311508024003711,0.00958378101117463,4,0.16666666666666666,0.05555555555555555
690,2,low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,efficient,cost_energy,decision_time_s,7.171999999999999,cost_stability,0.010278273185378417,stability,energy,-0.00077846149626698,-8.534522811001928e-05,0.0006750290533217296,4,0.16666666666666666,0.05555555555555555
694,0,low_friction_train:low_friction:27202,low_friction_train,low_friction,27202,fast,decision_time_s,cost_stability,0.009893112186897451,cost_energy,0.5907496814882871,motion,energy,0.007117582520216631,0.0004688364548053013,-0.016140637291004345,2,0.14285714285714285,0.14285714285714285
