decision_index,pair_index,context_id,group,terrain,seed,mission,primary_metric,constraint_1,constraint_1_budget,constraint_2,constraint_2_budget,selected_beta_name,alternative_beta_name,delta_cost_motion,delta_cost_stability,delta_cost_energy,feasible_choice_count,decision_weight,pair_weight
1028,0,low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,efficient,cost_energy,decision_time_s,6.948000000000001,cost_stability,0.010029514488712836,balanced,motion,-0.0033973842105368135,0.0002816515688624406,0.002844915828732031,2,0.16666666666666666,0.16666666666666666
1031,0,low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,efficient,cost_energy,decision_time_s,7.146,cost_stability,0.009985390075706237,stability,balanced,-0.005262830038943234,-0.00023752715585584165,0.013066836799515924,2,0.16666666666666666,0.16666666666666666
1032,0,low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,efficient,cost_energy,decision_time_s,7.146,cost_stability,0.010029514488712836,stability,balanced,-0.005262830038943234,-0.00023752715585584165,0.013066836799515924,3,0.16666666666666666,0.08333333333333333
1032,1,low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,efficient,cost_energy,decision_time_s,7.146,cost_stability,0.010029514488712836,stability,motion,-0.008660214249480047,4.412441300659896e-05,0.015911752628247955,3,0.16666666666666666,0.08333333333333333
1034,0,low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,efficient,cost_energy,decision_time_s,7.152,cost_stability,0.00986859225682999,energy,balanced,-0.003977399626366868,-0.00012072933697959524,0.002940722638854254,2,0.16666666666666666,0.16666666666666666
1035,0,low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,efficient,cost_energy,decision_time_s,7.152,cost_stability,0.009985390075706237,stability,balanced,-0.005262830038943234,-0.00023752715585584165,0.013066836799515924,3,0.16666666666666666,0.08333333333333333
1035,1,low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,efficient,cost_energy,decision_time_s,7.152,cost_stability,0.009985390075706237,stability,energy,-0.001285430412576366,-0.0001167978188762464,0.01012611416066167,3,0.16666666666666666,0.08333333333333333
1036,0,low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,efficient,cost_energy,decision_time_s,7.152,cost_stability,0.010029514488712836,stability,balanced,-0.005262830038943234,-0.00023752715585584165,0.013066836799515924,4,0.16666666666666666,0.05555555555555555
1036,1,low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,efficient,cost_energy,decision_time_s,7.152,cost_stability,0.010029514488712836,stability,motion,-0.008660214249480047,4.412441300659896e-05,0.015911752628247955,4,0.16666666666666666,0.05555555555555555
1036,2,low_friction_train:low_friction:27211,low_friction_train,low_friction,27211,efficient,cost_energy,decision_time_s,7.152,cost_stability,0.010029514488712836,stability,energy,-0.001285430412576366,-0.0001167978188762464,0.01012611416066167,4,0.16666666666666666,0.05555555555555555
1040,0,low_friction_train:low_friction:27212,low_friction_train,low_friction,27212,fast,decision_time_s,cost_stability,0.010055225323120521,cost_energy,0.5839893787703005,balanced,energy,0.0034137899657439297,0.0003673025191670773,-0.0064983636669661005,2,0.3333333333333333,0.3333333333333333
1042,0,low_friction_train:low_friction:27212,low_friction_train,low_friction,27212,fast,decision_time_s,cost_stability,0.010067859840391795,cost_energy,0.5833688475242818,motion,energy,0.0068903636706362514,-1.263451727127364e-05,-0.005877832420947304,2,0.3333333333333333,0.3333333333333333
1043,0,low_friction_train:low_friction:27212,low_friction_train,low_friction,27212,fast,decision_time_s,cost_stability,0.010067859840391795,cost_energy,0.5839893787703005,motion,balanced,0.0034765737048923218,-0.00037993703643835093,0.0006205312460187962,3,0.3333333333333333,0.16666666666666666
1043,1,low_friction_train:low_friction:27212,low_friction_train,low_friction,27212,fast,decision_time_s,cost_stability,0.010067859840391795,cost_energy,0.5839893787703005,motion,energy,0.0068903636706362514,-1.263451727127364e-05,-0.005877832420947304,3,0.3333333333333333,0.16666666666666666
1047,0,low_friction_train:low_friction:27212,low_friction_train,low_friction,27212,stable,cost_stability,decision_time_s,6.959999999999998,cost_energy,0.5839893787703005,balanced,motion,-0.0034765737048923218,0.00037993703643835093,-0.0006205312460187962,2,0.3333333333333333,0.3333333333333333
1049,0,low_friction_train:low_friction:27212,low_friction_train,low_friction,27212,stable,cost_stability,decision_time_s,7.162000000000003,cost_energy,0.5833688475242818,energy,motion,-0.0068903636706362514,1.263451727127364e-05,0.005877832420947304,2,0.3333333333333333,0.3333333333333333
1050,0,low_friction_train:low_friction:27212,low_friction_train,low_friction,27212,stable,cost_stability,decision_time_s,7.162000000000003,cost_energy,0.5839893787703005,balanced,motion,-0.0034765737048923218,0.00037993703643835093,-0.0006205312460187962,3,0.3333333333333333,0.16666666666666666
1050,1,low_friction_train:low_friction:27212,low_friction_train,low_friction,27212,stable,cost_stability,decision_time_s,7.162000000000003,cost_energy,0.5839893787703005,balanced,energy,0.0034137899657439297,0.0003673025191670773,-0.0064983636669661005,3,0.3333333333333333,0.16666666666666666
1054,0,low_friction_train:low_friction:27212,low_friction_train,low_friction,27212,efficient,cost_energy,decision_time_s,6.959999999999998,cost_stability,0.010067859840391795,motion,balanced,0.0034765737048923218,-0.00037993703643835093,0.0006205312460187962,2,0.3333333333333333,0.3333333333333333
1056,0,low_friction_train:low_friction:27212,low_friction_train,low_friction,27212,efficient,cost_energy,decision_time_s,7.162000000000003,cost_stability,0.010055225323120521,energy,balanced,-0.0034137899657439297,-0.0003673025191670773,0.0064983636669661005,2,0.3333333333333333,0.3333333333333333
1057,0,low_friction_train:low_friction:27212,low_friction_train,low_friction,27212,efficient,cost_energy,decision_time_s,7.162000000000003,cost_stability,0.010067859840391795,energy,balanced,-0.0034137899657439297,-0.0003673025191670773,0.0064983636669661005,3,0.3333333333333333,0.16666666666666666
1057,1,low_friction_train:low_friction:27212,low_friction_train,low_friction,27212,efficient,cost_energy,decision_time_s,7.162000000000003,cost_stability,0.010067859840391795,energy,motion,-0.0068903636706362514,1.263451727127364e-05,0.005877832420947304,3,0.3333333333333333,0.16666666666666666
1060,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,fast,decision_time_s,cost_stability,0.009693519702828755,cost_energy,0.5887834579677279,balanced,motion,-0.0037251617871149334,-0.00020709871003004796,0.011836904693957484,2,0.16666666666666666,0.16666666666666666
1063,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,fast,decision_time_s,cost_stability,0.009941466431421797,cost_energy,0.5769465532737704,balanced,stability,0.0052749641972723305,0.0002479467285930424,-0.003991099546735488,2,0.16666666666666666,0.16666666666666666
1064,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,fast,decision_time_s,cost_stability,0.009941466431421797,cost_energy,0.5887834579677279,balanced,motion,-0.0037251617871149334,-0.00020709871003004796,0.011836904693957484,3,0.16666666666666666,0.08333333333333333
1064,1,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,fast,decision_time_s,cost_stability,0.009941466431421797,cost_energy,0.5887834579677279,balanced,stability,0.0052749641972723305,0.0002479467285930424,-0.003991099546735488,3,0.16666666666666666,0.08333333333333333
1066,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,fast,decision_time_s,cost_stability,0.009947716101209767,cost_energy,0.5748251671579746,energy,stability,0.001509643242275649,-6.249669787969717e-06,-0.001869713430939668,2,0.16666666666666666,0.16666666666666666
1067,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,fast,decision_time_s,cost_stability,0.009947716101209767,cost_energy,0.5769465532737704,balanced,stability,0.0052749641972723305,0.0002479467285930424,-0.003991099546735488,3,0.16666666666666666,0.08333333333333333
1067,1,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,fast,decision_time_s,cost_stability,0.009947716101209767,cost_energy,0.5769465532737704,balanced,energy,0.0037653209549966815,0.00025419639838101214,-0.0021213861157958203,3,0.16666666666666666,0.08333333333333333
1068,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,fast,decision_time_s,cost_stability,0.009947716101209767,cost_energy,0.5887834579677279,balanced,motion,-0.0037251617871149334,-0.00020709871003004796,0.011836904693957484,4,0.16666666666666666,0.05555555555555555
1068,1,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,fast,decision_time_s,cost_stability,0.009947716101209767,cost_energy,0.5887834579677279,balanced,stability,0.0052749641972723305,0.0002479467285930424,-0.003991099546735488,4,0.16666666666666666,0.05555555555555555
1068,2,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,fast,decision_time_s,cost_stability,0.009947716101209767,cost_energy,0.5887834579677279,balanced,energy,0.0037653209549966815,0.00025419639838101214,-0.0021213861157958203,4,0.16666666666666666,0.05555555555555555
1072,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,stable,cost_stability,decision_time_s,6.950000000000002,cost_energy,0.5887834579677279,motion,balanced,0.0037251617871149334,0.00020709871003004796,-0.011836904693957484,2,0.16666666666666666,0.16666666666666666
1074,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,stable,cost_stability,decision_time_s,7.144000000000001,cost_energy,0.5769465532737704,balanced,energy,0.0037653209549966815,0.00025419639838101214,-0.0021213861157958203,2,0.16666666666666666,0.16666666666666666
1075,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,stable,cost_stability,decision_time_s,7.144000000000001,cost_energy,0.5887834579677279,motion,balanced,0.0037251617871149334,0.00020709871003004796,-0.011836904693957484,3,0.16666666666666666,0.08333333333333333
1075,1,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,stable,cost_stability,decision_time_s,7.144000000000001,cost_energy,0.5887834579677279,motion,energy,0.007490482742111615,0.0004612951084110601,-0.013958290809753304,3,0.16666666666666666,0.08333333333333333
1077,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,stable,cost_stability,decision_time_s,7.151999999999998,cost_energy,0.5748251671579746,stability,energy,-0.001509643242275649,6.249669787969717e-06,0.001869713430939668,2,0.16666666666666666,0.16666666666666666
1078,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,stable,cost_stability,decision_time_s,7.151999999999998,cost_energy,0.5769465532737704,balanced,stability,0.0052749641972723305,0.0002479467285930424,-0.003991099546735488,3,0.16666666666666666,0.08333333333333333
1078,1,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,stable,cost_stability,decision_time_s,7.151999999999998,cost_energy,0.5769465532737704,balanced,energy,0.0037653209549966815,0.00025419639838101214,-0.0021213861157958203,3,0.16666666666666666,0.08333333333333333
1079,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,stable,cost_stability,decision_time_s,7.151999999999998,cost_energy,0.5887834579677279,motion,balanced,0.0037251617871149334,0.00020709871003004796,-0.011836904693957484,4,0.16666666666666666,0.05555555555555555
1079,1,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,stable,cost_stability,decision_time_s,7.151999999999998,cost_energy,0.5887834579677279,motion,stability,0.009000125984387264,0.0004550454386230904,-0.015828004240692972,4,0.16666666666666666,0.05555555555555555
1079,2,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,stable,cost_stability,decision_time_s,7.151999999999998,cost_energy,0.5887834579677279,motion,energy,0.007490482742111615,0.0004612951084110601,-0.013958290809753304,4,0.16666666666666666,0.05555555555555555
1084,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,6.950000000000002,cost_stability,0.009693519702828755,balanced,motion,-0.0037251617871149334,-0.00020709871003004796,0.011836904693957484,2,0.1111111111111111,0.1111111111111111
1085,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,6.950000000000002,cost_stability,0.009941466431421797,balanced,motion,-0.0037251617871149334,-0.00020709871003004796,0.011836904693957484,2,0.1111111111111111,0.1111111111111111
1086,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,6.950000000000002,cost_stability,0.009947716101209767,balanced,motion,-0.0037251617871149334,-0.00020709871003004796,0.011836904693957484,2,0.1111111111111111,0.1111111111111111
1088,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,7.144000000000001,cost_stability,0.009693519702828755,balanced,motion,-0.0037251617871149334,-0.00020709871003004796,0.011836904693957484,2,0.1111111111111111,0.1111111111111111
1089,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,7.144000000000001,cost_stability,0.009941466431421797,balanced,motion,-0.0037251617871149334,-0.00020709871003004796,0.011836904693957484,2,0.1111111111111111,0.1111111111111111
1090,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,7.144000000000001,cost_stability,0.009947716101209767,energy,balanced,-0.0037653209549966815,-0.00025419639838101214,0.0021213861157958203,3,0.1111111111111111,0.05555555555555555
1090,1,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,7.144000000000001,cost_stability,0.009947716101209767,energy,motion,-0.007490482742111615,-0.0004612951084110601,0.013958290809753304,3,0.1111111111111111,0.05555555555555555
1092,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,7.151999999999998,cost_stability,0.009693519702828755,balanced,motion,-0.0037251617871149334,-0.00020709871003004796,0.011836904693957484,2,0.1111111111111111,0.1111111111111111
1093,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,7.151999999999998,cost_stability,0.009941466431421797,stability,balanced,-0.0052749641972723305,-0.0002479467285930424,0.003991099546735488,3,0.1111111111111111,0.05555555555555555
1093,1,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,7.151999999999998,cost_stability,0.009941466431421797,stability,motion,-0.009000125984387264,-0.0004550454386230904,0.015828004240692972,3,0.1111111111111111,0.05555555555555555
1094,0,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,7.151999999999998,cost_stability,0.009947716101209767,stability,balanced,-0.0052749641972723305,-0.0002479467285930424,0.003991099546735488,4,0.1111111111111111,0.037037037037037035
1094,1,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,7.151999999999998,cost_stability,0.009947716101209767,stability,motion,-0.009000125984387264,-0.0004550454386230904,0.015828004240692972,4,0.1111111111111111,0.037037037037037035
1094,2,low_friction_train:low_friction:27213,low_friction_train,low_friction,27213,efficient,cost_energy,decision_time_s,7.151999999999998,cost_stability,0.009947716101209767,stability,energy,-0.001509643242275649,6.249669787969717e-06,0.001869713430939668,4,0.1111111111111111,0.037037037037037035
1097,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,fast,decision_time_s,cost_stability,0.009831708486016989,cost_energy,0.5898298399594554,balanced,motion,-0.004562398848769411,-0.00033083973482224416,0.010175892066344505,2,0.16666666666666666,0.16666666666666666
1099,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,fast,decision_time_s,cost_stability,0.010007969835009511,cost_energy,0.5796539478931109,balanced,energy,0.0036119901175802327,0.00017626134899252285,-0.003361529156648335,2,0.16666666666666666,0.16666666666666666
1100,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,fast,decision_time_s,cost_stability,0.010007969835009511,cost_energy,0.5898298399594554,balanced,motion,-0.004562398848769411,-0.00033083973482224416,0.010175892066344505,3,0.16666666666666666,0.08333333333333333
1100,1,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,fast,decision_time_s,cost_stability,0.010007969835009511,cost_energy,0.5898298399594554,balanced,energy,0.0036119901175802327,0.00017626134899252285,-0.003361529156648335,3,0.16666666666666666,0.08333333333333333
1102,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,fast,decision_time_s,cost_stability,0.010134217623053639,cost_energy,0.5762924187364625,stability,energy,-0.0013150058806765397,-0.0001262477880441277,0.012359625456987433,2,0.16666666666666666,0.16666666666666666
1103,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,fast,decision_time_s,cost_stability,0.010134217623053639,cost_energy,0.5796539478931109,balanced,stability,0.004926995998256772,0.00030250913703665054,-0.01572115461363577,3,0.16666666666666666,0.08333333333333333
1103,1,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,fast,decision_time_s,cost_stability,0.010134217623053639,cost_energy,0.5796539478931109,balanced,energy,0.0036119901175802327,0.00017626134899252285,-0.003361529156648335,3,0.16666666666666666,0.08333333333333333
1104,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,fast,decision_time_s,cost_stability,0.010134217623053639,cost_energy,0.5898298399594554,balanced,motion,-0.004562398848769411,-0.00033083973482224416,0.010175892066344505,4,0.16666666666666666,0.05555555555555555
1104,1,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,fast,decision_time_s,cost_stability,0.010134217623053639,cost_energy,0.5898298399594554,balanced,stability,0.004926995998256772,0.00030250913703665054,-0.01572115461363577,4,0.16666666666666666,0.05555555555555555
1104,2,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,fast,decision_time_s,cost_stability,0.010134217623053639,cost_energy,0.5898298399594554,balanced,energy,0.0036119901175802327,0.00017626134899252285,-0.003361529156648335,4,0.16666666666666666,0.05555555555555555
1108,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,stable,cost_stability,decision_time_s,6.954,cost_energy,0.5898298399594554,motion,balanced,0.004562398848769411,0.00033083973482224416,-0.010175892066344505,2,0.16666666666666666,0.16666666666666666
1111,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,stable,cost_stability,decision_time_s,7.124000000000004,cost_energy,0.5796539478931109,balanced,stability,0.004926995998256772,0.00030250913703665054,-0.01572115461363577,2,0.16666666666666666,0.16666666666666666
1112,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,stable,cost_stability,decision_time_s,7.124000000000004,cost_energy,0.5898298399594554,motion,balanced,0.004562398848769411,0.00033083973482224416,-0.010175892066344505,3,0.16666666666666666,0.08333333333333333
1112,1,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,stable,cost_stability,decision_time_s,7.124000000000004,cost_energy,0.5898298399594554,motion,stability,0.009489394847026184,0.0006333488718588947,-0.025897046679980273,3,0.16666666666666666,0.08333333333333333
1114,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,stable,cost_stability,decision_time_s,7.160000000000002,cost_energy,0.5762924187364625,energy,stability,0.0013150058806765397,0.0001262477880441277,-0.012359625456987433,2,0.16666666666666666,0.16666666666666666
1115,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,stable,cost_stability,decision_time_s,7.160000000000002,cost_energy,0.5796539478931109,balanced,stability,0.004926995998256772,0.00030250913703665054,-0.01572115461363577,3,0.16666666666666666,0.08333333333333333
1115,1,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,stable,cost_stability,decision_time_s,7.160000000000002,cost_energy,0.5796539478931109,balanced,energy,0.0036119901175802327,0.00017626134899252285,-0.003361529156648335,3,0.16666666666666666,0.08333333333333333
1116,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,stable,cost_stability,decision_time_s,7.160000000000002,cost_energy,0.5898298399594554,motion,balanced,0.004562398848769411,0.00033083973482224416,-0.010175892066344505,4,0.16666666666666666,0.05555555555555555
1116,1,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,stable,cost_stability,decision_time_s,7.160000000000002,cost_energy,0.5898298399594554,motion,stability,0.009489394847026184,0.0006333488718588947,-0.025897046679980273,4,0.16666666666666666,0.05555555555555555
1116,2,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,stable,cost_stability,decision_time_s,7.160000000000002,cost_energy,0.5898298399594554,motion,energy,0.008174388966349644,0.000507101083814767,-0.01353742122299284,4,0.16666666666666666,0.05555555555555555
1121,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,6.954,cost_stability,0.009831708486016989,balanced,motion,-0.004562398848769411,-0.00033083973482224416,0.010175892066344505,2,0.1111111111111111,0.1111111111111111
1122,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,6.954,cost_stability,0.010007969835009511,balanced,motion,-0.004562398848769411,-0.00033083973482224416,0.010175892066344505,2,0.1111111111111111,0.1111111111111111
1123,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,6.954,cost_stability,0.010134217623053639,balanced,motion,-0.004562398848769411,-0.00033083973482224416,0.010175892066344505,2,0.1111111111111111,0.1111111111111111
1125,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,7.124000000000004,cost_stability,0.009831708486016989,balanced,motion,-0.004562398848769411,-0.00033083973482224416,0.010175892066344505,2,0.1111111111111111,0.1111111111111111
1126,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,7.124000000000004,cost_stability,0.010007969835009511,balanced,motion,-0.004562398848769411,-0.00033083973482224416,0.010175892066344505,2,0.1111111111111111,0.1111111111111111
1127,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,7.124000000000004,cost_stability,0.010134217623053639,stability,balanced,-0.004926995998256772,-0.00030250913703665054,0.01572115461363577,3,0.1111111111111111,0.05555555555555555
1127,1,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,7.124000000000004,cost_stability,0.010134217623053639,stability,motion,-0.009489394847026184,-0.0006333488718588947,0.025897046679980273,3,0.1111111111111111,0.05555555555555555
1129,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,7.160000000000002,cost_stability,0.009831708486016989,balanced,motion,-0.004562398848769411,-0.00033083973482224416,0.010175892066344505,2,0.1111111111111111,0.1111111111111111
1130,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,7.160000000000002,cost_stability,0.010007969835009511,energy,balanced,-0.0036119901175802327,-0.00017626134899252285,0.003361529156648335,3,0.1111111111111111,0.05555555555555555
1130,1,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,7.160000000000002,cost_stability,0.010007969835009511,energy,motion,-0.008174388966349644,-0.000507101083814767,0.01353742122299284,3,0.1111111111111111,0.05555555555555555
1131,0,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,7.160000000000002,cost_stability,0.010134217623053639,stability,balanced,-0.004926995998256772,-0.00030250913703665054,0.01572115461363577,4,0.1111111111111111,0.037037037037037035
1131,1,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,7.160000000000002,cost_stability,0.010134217623053639,stability,motion,-0.009489394847026184,-0.0006333488718588947,0.025897046679980273,4,0.1111111111111111,0.037037037037037035
1131,2,low_friction_train:low_friction:27214,low_friction_train,low_friction,27214,efficient,cost_energy,decision_time_s,7.160000000000002,cost_stability,0.010134217623053639,stability,energy,-0.0013150058806765397,-0.0001262477880441277,0.012359625456987433,4,0.1111111111111111,0.037037037037037035
1134,0,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,fast,decision_time_s,cost_stability,0.009616030793532584,cost_energy,0.5893370276013766,motion,balanced,0.004343640166791007,0.0001686200078968858,-0.008351674352247596,2,0.16666666666666666,0.16666666666666666
1136,0,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,fast,decision_time_s,cost_stability,0.010013427387993724,cost_energy,0.580985353249129,balanced,energy,0.0032421997965024763,0.00039739659446113955,-0.003352386068263935,2,0.16666666666666666,0.16666666666666666
1137,0,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,fast,decision_time_s,cost_stability,0.010013427387993724,cost_energy,0.5893370276013766,motion,balanced,0.004343640166791007,0.0001686200078968858,-0.008351674352247596,3,0.16666666666666666,0.08333333333333333
1137,1,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,fast,decision_time_s,cost_stability,0.010013427387993724,cost_energy,0.5893370276013766,motion,energy,0.007585839963293484,0.0005660166023580254,-0.01170406042051153,3,0.16666666666666666,0.08333333333333333
1139,0,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,fast,decision_time_s,cost_stability,0.01005749909239427,cost_energy,0.5776329671808651,stability,energy,-0.0014447622034597651,-4.4071704400546266e-05,0.004031025625775175,2,0.16666666666666666,0.16666666666666666
1140,0,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,fast,decision_time_s,cost_stability,0.01005749909239427,cost_energy,0.580985353249129,balanced,stability,0.004686961999962241,0.0004414682988616858,-0.00738341169403911,3,0.16666666666666666,0.08333333333333333
1140,1,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,fast,decision_time_s,cost_stability,0.01005749909239427,cost_energy,0.580985353249129,balanced,energy,0.0032421997965024763,0.00039739659446113955,-0.003352386068263935,3,0.16666666666666666,0.08333333333333333
1141,0,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,fast,decision_time_s,cost_stability,0.01005749909239427,cost_energy,0.5893370276013766,motion,balanced,0.004343640166791007,0.0001686200078968858,-0.008351674352247596,4,0.16666666666666666,0.05555555555555555
1141,1,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,fast,decision_time_s,cost_stability,0.01005749909239427,cost_energy,0.5893370276013766,motion,stability,0.009030602166753249,0.0006100883067585716,-0.015735086046286706,4,0.16666666666666666,0.05555555555555555
1141,2,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,fast,decision_time_s,cost_stability,0.01005749909239427,cost_energy,0.5893370276013766,motion,energy,0.007585839963293484,0.0005660166023580254,-0.01170406042051153,4,0.16666666666666666,0.05555555555555555
1144,0,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,stable,cost_stability,decision_time_s,6.956,cost_energy,0.5893370276013766,motion,balanced,0.004343640166791007,0.0001686200078968858,-0.008351674352247596,2,0.16666666666666666,0.16666666666666666
1147,0,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,stable,cost_stability,decision_time_s,7.134000000000001,cost_energy,0.580985353249129,balanced,stability,0.004686961999962241,0.0004414682988616858,-0.00738341169403911,2,0.16666666666666666,0.16666666666666666
1148,0,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,stable,cost_stability,decision_time_s,7.134000000000001,cost_energy,0.5893370276013766,motion,balanced,0.004343640166791007,0.0001686200078968858,-0.008351674352247596,3,0.16666666666666666,0.08333333333333333
1148,1,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,stable,cost_stability,decision_time_s,7.134000000000001,cost_energy,0.5893370276013766,motion,stability,0.009030602166753249,0.0006100883067585716,-0.015735086046286706,3,0.16666666666666666,0.08333333333333333
1150,0,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,stable,cost_stability,decision_time_s,7.156000000000002,cost_energy,0.5776329671808651,energy,stability,0.0014447622034597651,4.4071704400546266e-05,-0.004031025625775175,2,0.16666666666666666,0.16666666666666666
1151,0,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,stable,cost_stability,decision_time_s,7.156000000000002,cost_energy,0.580985353249129,balanced,stability,0.004686961999962241,0.0004414682988616858,-0.00738341169403911,3,0.16666666666666666,0.08333333333333333
1151,1,low_friction_train:low_friction:27215,low_friction_train,low_friction,27215,stable,cost_stability,decision_time_s,7.156000000000002,cost_energy,0.580985353249129,balanced,energy,0.0032421997965024763,0.00039739659446113955,-0.003352386068263935,3,0.16666666666666666,0.08333333333333333
