decision_index,context_id,group,terrain,seed,mission,primary_metric,constraint_1,constraint_1_budget,constraint_2,constraint_2_budget,selected_beta_name,selected_cost_motion,selected_cost_stability,selected_cost_energy,selected_primary_value,good_candidate_count,feasible_choice_count,comparison_count,informative,decision_weight
257,flat_train:flat:27107,flat_train,flat,27107,efficient,cost_energy,decision_time_s,7.159999999999999,cost_stability,0.011230212279242965,motion,0.19777294964570663,0.011230212279242965,0.540720139411678,0.540720139411678,4,1,0,0,0.0
258,flat_train:flat:27107,flat_train,flat,27107,efficient,cost_energy,decision_time_s,7.159999999999999,cost_stability,0.011340106413105296,balanced,0.20329890418813903,0.011340106413105296,0.5389735975465749,0.5389735975465749,4,2,1,1,0.1111111111111111
259,flat_train:flat:27107,flat_train,flat,27107,efficient,cost_energy,decision_time_s,7.159999999999999,cost_stability,0.011427415672212084,stability,0.20870090258363894,0.011427415672212084,0.5272380555986839,0.5272380555986839,4,3,2,1,0.1111111111111111
260,flat_train:flat:27107,flat_train,flat,27107,efficient,cost_energy,decision_time_s,7.159999999999999,cost_stability,0.011509633801204908,stability,0.20870090258363894,0.011427415672212084,0.5272380555986839,0.5272380555986839,4,4,3,1,0.1111111111111111
261,flat_train:flat:27108,flat_train,flat,27108,fast,decision_time_s,cost_stability,0.011224813519734088,cost_energy,0.5441151248518414,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,6.962000000000002,4,1,0,0,0.0
262,flat_train:flat:27108,flat_train,flat,27108,fast,decision_time_s,cost_stability,0.011300652711629682,cost_energy,0.5338688987372093,balanced,0.2038492129557286,0.011300652711629682,0.5338688987372093,6.966000000000001,4,1,0,0,0.0
263,flat_train:flat:27108,flat_train,flat,27108,fast,decision_time_s,cost_stability,0.011300652711629682,cost_energy,0.5441151248518414,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,6.962000000000002,4,2,1,1,0.16666666666666666
264,flat_train:flat:27108,flat_train,flat,27108,fast,decision_time_s,cost_stability,0.011497837023962001,cost_energy,0.5322661109926886,energy,0.20670673249803673,0.011497837023962001,0.5322661109926886,7.164000000000001,4,1,0,0,0.0
265,flat_train:flat:27108,flat_train,flat,27108,fast,decision_time_s,cost_stability,0.011497837023962001,cost_energy,0.5338688987372093,balanced,0.2038492129557286,0.011300652711629682,0.5338688987372093,6.966000000000001,4,2,1,1,0.16666666666666666
266,flat_train:flat:27108,flat_train,flat,27108,fast,decision_time_s,cost_stability,0.011497837023962001,cost_energy,0.5441151248518414,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,6.962000000000002,4,3,2,1,0.16666666666666666
267,flat_train:flat:27108,flat_train,flat,27108,fast,decision_time_s,cost_stability,0.011509363574299564,cost_energy,0.5282784140482832,stability,0.20820294475241616,0.011509363574299564,0.5282784140482832,7.179999999999999,4,1,0,0,0.0
268,flat_train:flat:27108,flat_train,flat,27108,fast,decision_time_s,cost_stability,0.011509363574299564,cost_energy,0.5322661109926886,energy,0.20670673249803673,0.011497837023962001,0.5322661109926886,7.164000000000001,4,2,1,1,0.16666666666666666
269,flat_train:flat:27108,flat_train,flat,27108,fast,decision_time_s,cost_stability,0.011509363574299564,cost_energy,0.5338688987372093,balanced,0.2038492129557286,0.011300652711629682,0.5338688987372093,6.966000000000001,4,3,2,1,0.16666666666666666
270,flat_train:flat:27108,flat_train,flat,27108,fast,decision_time_s,cost_stability,0.011509363574299564,cost_energy,0.5441151248518414,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,6.962000000000002,4,4,3,1,0.16666666666666666
271,flat_train:flat:27108,flat_train,flat,27108,stable,cost_stability,decision_time_s,6.962000000000002,cost_energy,0.5441151248518414,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,0.011224813519734088,4,1,0,0,0.0
272,flat_train:flat:27108,flat_train,flat,27108,stable,cost_stability,decision_time_s,6.966000000000001,cost_energy,0.5338688987372093,balanced,0.2038492129557286,0.011300652711629682,0.5338688987372093,0.011300652711629682,4,1,0,0,0.0
273,flat_train:flat:27108,flat_train,flat,27108,stable,cost_stability,decision_time_s,6.966000000000001,cost_energy,0.5441151248518414,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,0.011224813519734088,4,2,1,1,0.16666666666666666
274,flat_train:flat:27108,flat_train,flat,27108,stable,cost_stability,decision_time_s,7.164000000000001,cost_energy,0.5322661109926886,energy,0.20670673249803673,0.011497837023962001,0.5322661109926886,0.011497837023962001,4,1,0,0,0.0
275,flat_train:flat:27108,flat_train,flat,27108,stable,cost_stability,decision_time_s,7.164000000000001,cost_energy,0.5338688987372093,balanced,0.2038492129557286,0.011300652711629682,0.5338688987372093,0.011300652711629682,4,2,1,1,0.16666666666666666
276,flat_train:flat:27108,flat_train,flat,27108,stable,cost_stability,decision_time_s,7.164000000000001,cost_energy,0.5441151248518414,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,0.011224813519734088,4,3,2,1,0.16666666666666666
277,flat_train:flat:27108,flat_train,flat,27108,stable,cost_stability,decision_time_s,7.179999999999999,cost_energy,0.5282784140482832,stability,0.20820294475241616,0.011509363574299564,0.5282784140482832,0.011509363574299564,4,1,0,0,0.0
278,flat_train:flat:27108,flat_train,flat,27108,stable,cost_stability,decision_time_s,7.179999999999999,cost_energy,0.5322661109926886,energy,0.20670673249803673,0.011497837023962001,0.5322661109926886,0.011497837023962001,4,2,1,1,0.16666666666666666
279,flat_train:flat:27108,flat_train,flat,27108,stable,cost_stability,decision_time_s,7.179999999999999,cost_energy,0.5338688987372093,balanced,0.2038492129557286,0.011300652711629682,0.5338688987372093,0.011300652711629682,4,3,2,1,0.16666666666666666
280,flat_train:flat:27108,flat_train,flat,27108,stable,cost_stability,decision_time_s,7.179999999999999,cost_energy,0.5441151248518414,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,0.011224813519734088,4,4,3,1,0.16666666666666666
281,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,6.962000000000002,cost_stability,0.011224813519734088,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,0.5441151248518414,4,1,0,0,0.0
282,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,6.962000000000002,cost_stability,0.011300652711629682,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,0.5441151248518414,4,1,0,0,0.0
283,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,6.962000000000002,cost_stability,0.011497837023962001,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,0.5441151248518414,4,1,0,0,0.0
284,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,6.962000000000002,cost_stability,0.011509363574299564,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,0.5441151248518414,4,1,0,0,0.0
285,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,6.966000000000001,cost_stability,0.011224813519734088,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,0.5441151248518414,4,1,0,0,0.0
286,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,6.966000000000001,cost_stability,0.011300652711629682,balanced,0.2038492129557286,0.011300652711629682,0.5338688987372093,0.5338688987372093,4,2,1,1,0.1111111111111111
287,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,6.966000000000001,cost_stability,0.011497837023962001,balanced,0.2038492129557286,0.011300652711629682,0.5338688987372093,0.5338688987372093,4,2,1,1,0.1111111111111111
288,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,6.966000000000001,cost_stability,0.011509363574299564,balanced,0.2038492129557286,0.011300652711629682,0.5338688987372093,0.5338688987372093,4,2,1,1,0.1111111111111111
289,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,7.164000000000001,cost_stability,0.011224813519734088,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,0.5441151248518414,4,1,0,0,0.0
290,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,7.164000000000001,cost_stability,0.011300652711629682,balanced,0.2038492129557286,0.011300652711629682,0.5338688987372093,0.5338688987372093,4,2,1,1,0.1111111111111111
291,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,7.164000000000001,cost_stability,0.011497837023962001,energy,0.20670673249803673,0.011497837023962001,0.5322661109926886,0.5322661109926886,4,3,2,1,0.1111111111111111
292,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,7.164000000000001,cost_stability,0.011509363574299564,energy,0.20670673249803673,0.011497837023962001,0.5322661109926886,0.5322661109926886,4,3,2,1,0.1111111111111111
293,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,7.179999999999999,cost_stability,0.011224813519734088,motion,0.19828124426190244,0.011224813519734088,0.5441151248518414,0.5441151248518414,4,1,0,0,0.0
294,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,7.179999999999999,cost_stability,0.011300652711629682,balanced,0.2038492129557286,0.011300652711629682,0.5338688987372093,0.5338688987372093,4,2,1,1,0.1111111111111111
295,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,7.179999999999999,cost_stability,0.011497837023962001,energy,0.20670673249803673,0.011497837023962001,0.5322661109926886,0.5322661109926886,4,3,2,1,0.1111111111111111
296,flat_train:flat:27108,flat_train,flat,27108,efficient,cost_energy,decision_time_s,7.179999999999999,cost_stability,0.011509363574299564,stability,0.20820294475241616,0.011509363574299564,0.5282784140482832,0.5282784140482832,4,4,3,1,0.1111111111111111
297,flat_train:flat:27109,flat_train,flat,27109,fast,decision_time_s,cost_stability,0.01126968922152145,cost_energy,0.545974628276557,motion,0.1977714305228086,0.01126968922152145,0.545974628276557,6.952000000000003,3,1,0,0,0.0
298,flat_train:flat:27109,flat_train,flat,27109,fast,decision_time_s,cost_stability,0.011319688092373712,cost_energy,0.5398507269940538,balanced,0.20336247688943415,0.011319688092373712,0.5398507269940538,6.958000000000002,3,1,0,0,0.0
299,flat_train:flat:27109,flat_train,flat,27109,fast,decision_time_s,cost_stability,0.011319688092373712,cost_energy,0.545974628276557,motion,0.1977714305228086,0.01126968922152145,0.545974628276557,6.952000000000003,3,2,1,1,0.3333333333333333
300,flat_train:flat:27109,flat_train,flat,27109,fast,decision_time_s,cost_stability,0.011466874408318894,cost_energy,0.5287614692834479,energy,0.20704809962052603,0.011466874408318894,0.5287614692834479,7.168000000000001,3,1,0,0,0.0
301,flat_train:flat:27109,flat_train,flat,27109,fast,decision_time_s,cost_stability,0.011466874408318894,cost_energy,0.5398507269940538,balanced,0.20336247688943415,0.011319688092373712,0.5398507269940538,6.958000000000002,3,2,1,1,0.3333333333333333
302,flat_train:flat:27109,flat_train,flat,27109,fast,decision_time_s,cost_stability,0.011466874408318894,cost_energy,0.545974628276557,motion,0.1977714305228086,0.01126968922152145,0.545974628276557,6.952000000000003,3,3,2,1,0.3333333333333333
303,flat_train:flat:27109,flat_train,flat,27109,stable,cost_stability,decision_time_s,6.952000000000003,cost_energy,0.545974628276557,motion,0.1977714305228086,0.01126968922152145,0.545974628276557,0.01126968922152145,3,1,0,0,0.0
304,flat_train:flat:27109,flat_train,flat,27109,stable,cost_stability,decision_time_s,6.958000000000002,cost_energy,0.5398507269940538,balanced,0.20336247688943415,0.011319688092373712,0.5398507269940538,0.011319688092373712,3,1,0,0,0.0
305,flat_train:flat:27109,flat_train,flat,27109,stable,cost_stability,decision_time_s,6.958000000000002,cost_energy,0.545974628276557,motion,0.1977714305228086,0.01126968922152145,0.545974628276557,0.01126968922152145,3,2,1,1,0.3333333333333333
306,flat_train:flat:27109,flat_train,flat,27109,stable,cost_stability,decision_time_s,7.168000000000001,cost_energy,0.5287614692834479,energy,0.20704809962052603,0.011466874408318894,0.5287614692834479,0.011466874408318894,3,1,0,0,0.0
307,flat_train:flat:27109,flat_train,flat,27109,stable,cost_stability,decision_time_s,7.168000000000001,cost_energy,0.5398507269940538,balanced,0.20336247688943415,0.011319688092373712,0.5398507269940538,0.011319688092373712,3,2,1,1,0.3333333333333333
308,flat_train:flat:27109,flat_train,flat,27109,stable,cost_stability,decision_time_s,7.168000000000001,cost_energy,0.545974628276557,motion,0.1977714305228086,0.01126968922152145,0.545974628276557,0.01126968922152145,3,3,2,1,0.3333333333333333
309,flat_train:flat:27109,flat_train,flat,27109,efficient,cost_energy,decision_time_s,6.952000000000003,cost_stability,0.01126968922152145,motion,0.1977714305228086,0.01126968922152145,0.545974628276557,0.545974628276557,3,1,0,0,0.0
310,flat_train:flat:27109,flat_train,flat,27109,efficient,cost_energy,decision_time_s,6.952000000000003,cost_stability,0.011319688092373712,motion,0.1977714305228086,0.01126968922152145,0.545974628276557,0.545974628276557,3,1,0,0,0.0
311,flat_train:flat:27109,flat_train,flat,27109,efficient,cost_energy,decision_time_s,6.952000000000003,cost_stability,0.011466874408318894,motion,0.1977714305228086,0.01126968922152145,0.545974628276557,0.545974628276557,3,1,0,0,0.0
312,flat_train:flat:27109,flat_train,flat,27109,efficient,cost_energy,decision_time_s,6.958000000000002,cost_stability,0.01126968922152145,motion,0.1977714305228086,0.01126968922152145,0.545974628276557,0.545974628276557,3,1,0,0,0.0
313,flat_train:flat:27109,flat_train,flat,27109,efficient,cost_energy,decision_time_s,6.958000000000002,cost_stability,0.011319688092373712,balanced,0.20336247688943415,0.011319688092373712,0.5398507269940538,0.5398507269940538,3,2,1,1,0.25
314,flat_train:flat:27109,flat_train,flat,27109,efficient,cost_energy,decision_time_s,6.958000000000002,cost_stability,0.011466874408318894,balanced,0.20336247688943415,0.011319688092373712,0.5398507269940538,0.5398507269940538,3,2,1,1,0.25
315,flat_train:flat:27109,flat_train,flat,27109,efficient,cost_energy,decision_time_s,7.168000000000001,cost_stability,0.01126968922152145,motion,0.1977714305228086,0.01126968922152145,0.545974628276557,0.545974628276557,3,1,0,0,0.0
316,flat_train:flat:27109,flat_train,flat,27109,efficient,cost_energy,decision_time_s,7.168000000000001,cost_stability,0.011319688092373712,balanced,0.20336247688943415,0.011319688092373712,0.5398507269940538,0.5398507269940538,3,2,1,1,0.25
317,flat_train:flat:27109,flat_train,flat,27109,efficient,cost_energy,decision_time_s,7.168000000000001,cost_stability,0.011466874408318894,energy,0.20704809962052603,0.011466874408318894,0.5287614692834479,0.5287614692834479,3,3,2,1,0.25
318,flat_train:flat:27110,flat_train,flat,27110,fast,decision_time_s,cost_stability,0.011186075202893503,cost_energy,0.5445132367293413,motion,0.19811627629340228,0.011186075202893503,0.5445132367293413,6.954000000000001,4,1,0,0,0.0
319,flat_train:flat:27110,flat_train,flat,27110,fast,decision_time_s,cost_stability,0.011339593400014291,cost_energy,0.5398930780819409,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,6.9460000000000015,4,1,0,0,0.0
320,flat_train:flat:27110,flat_train,flat,27110,fast,decision_time_s,cost_stability,0.011339593400014291,cost_energy,0.5445132367293413,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,6.9460000000000015,4,2,1,1,0.16666666666666666
321,flat_train:flat:27110,flat_train,flat,27110,fast,decision_time_s,cost_stability,0.011429106355070662,cost_energy,0.5331762958885133,energy,0.2066398466211281,0.011429106355070662,0.5331762958885133,6.962,4,1,0,0,0.0
322,flat_train:flat:27110,flat_train,flat,27110,fast,decision_time_s,cost_stability,0.011429106355070662,cost_energy,0.5398930780819409,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,6.9460000000000015,4,2,1,1,0.16666666666666666
323,flat_train:flat:27110,flat_train,flat,27110,fast,decision_time_s,cost_stability,0.011429106355070662,cost_energy,0.5445132367293413,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,6.9460000000000015,4,3,2,1,0.16666666666666666
324,flat_train:flat:27110,flat_train,flat,27110,fast,decision_time_s,cost_stability,0.011561008307855001,cost_energy,0.5270839658942281,stability,0.2089993411799948,0.011561008307855001,0.5270839658942281,7.180000000000004,4,1,0,0,0.0
325,flat_train:flat:27110,flat_train,flat,27110,fast,decision_time_s,cost_stability,0.011561008307855001,cost_energy,0.5331762958885133,energy,0.2066398466211281,0.011429106355070662,0.5331762958885133,6.962,4,2,1,1,0.16666666666666666
326,flat_train:flat:27110,flat_train,flat,27110,fast,decision_time_s,cost_stability,0.011561008307855001,cost_energy,0.5398930780819409,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,6.9460000000000015,4,3,2,1,0.16666666666666666
327,flat_train:flat:27110,flat_train,flat,27110,fast,decision_time_s,cost_stability,0.011561008307855001,cost_energy,0.5445132367293413,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,6.9460000000000015,4,4,3,1,0.16666666666666666
328,flat_train:flat:27110,flat_train,flat,27110,stable,cost_stability,decision_time_s,6.9460000000000015,cost_energy,0.5398930780819409,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.011339593400014291,4,1,0,0,0.0
329,flat_train:flat:27110,flat_train,flat,27110,stable,cost_stability,decision_time_s,6.9460000000000015,cost_energy,0.5445132367293413,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.011339593400014291,4,1,0,0,0.0
330,flat_train:flat:27110,flat_train,flat,27110,stable,cost_stability,decision_time_s,6.954000000000001,cost_energy,0.5398930780819409,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.011339593400014291,4,1,0,0,0.0
331,flat_train:flat:27110,flat_train,flat,27110,stable,cost_stability,decision_time_s,6.954000000000001,cost_energy,0.5445132367293413,motion,0.19811627629340228,0.011186075202893503,0.5445132367293413,0.011186075202893503,4,2,1,1,0.16666666666666666
332,flat_train:flat:27110,flat_train,flat,27110,stable,cost_stability,decision_time_s,6.962,cost_energy,0.5331762958885133,energy,0.2066398466211281,0.011429106355070662,0.5331762958885133,0.011429106355070662,4,1,0,0,0.0
333,flat_train:flat:27110,flat_train,flat,27110,stable,cost_stability,decision_time_s,6.962,cost_energy,0.5398930780819409,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.011339593400014291,4,2,1,1,0.16666666666666666
334,flat_train:flat:27110,flat_train,flat,27110,stable,cost_stability,decision_time_s,6.962,cost_energy,0.5445132367293413,motion,0.19811627629340228,0.011186075202893503,0.5445132367293413,0.011186075202893503,4,3,2,1,0.16666666666666666
335,flat_train:flat:27110,flat_train,flat,27110,stable,cost_stability,decision_time_s,7.180000000000004,cost_energy,0.5270839658942281,stability,0.2089993411799948,0.011561008307855001,0.5270839658942281,0.011561008307855001,4,1,0,0,0.0
336,flat_train:flat:27110,flat_train,flat,27110,stable,cost_stability,decision_time_s,7.180000000000004,cost_energy,0.5331762958885133,energy,0.2066398466211281,0.011429106355070662,0.5331762958885133,0.011429106355070662,4,2,1,1,0.16666666666666666
337,flat_train:flat:27110,flat_train,flat,27110,stable,cost_stability,decision_time_s,7.180000000000004,cost_energy,0.5398930780819409,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.011339593400014291,4,3,2,1,0.16666666666666666
338,flat_train:flat:27110,flat_train,flat,27110,stable,cost_stability,decision_time_s,7.180000000000004,cost_energy,0.5445132367293413,motion,0.19811627629340228,0.011186075202893503,0.5445132367293413,0.011186075202893503,4,4,3,1,0.16666666666666666
339,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,6.9460000000000015,cost_stability,0.011339593400014291,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.5398930780819409,4,1,0,0,0.0
340,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,6.9460000000000015,cost_stability,0.011429106355070662,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.5398930780819409,4,1,0,0,0.0
341,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,6.9460000000000015,cost_stability,0.011561008307855001,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.5398930780819409,4,1,0,0,0.0
342,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,6.954000000000001,cost_stability,0.011186075202893503,motion,0.19811627629340228,0.011186075202893503,0.5445132367293413,0.5445132367293413,4,1,0,0,0.0
343,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,6.954000000000001,cost_stability,0.011339593400014291,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.5398930780819409,4,2,1,1,0.1111111111111111
344,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,6.954000000000001,cost_stability,0.011429106355070662,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.5398930780819409,4,2,1,1,0.1111111111111111
345,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,6.954000000000001,cost_stability,0.011561008307855001,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.5398930780819409,4,2,1,1,0.1111111111111111
346,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,6.962,cost_stability,0.011186075202893503,motion,0.19811627629340228,0.011186075202893503,0.5445132367293413,0.5445132367293413,4,1,0,0,0.0
347,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,6.962,cost_stability,0.011339593400014291,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.5398930780819409,4,2,1,1,0.1111111111111111
348,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,6.962,cost_stability,0.011429106355070662,energy,0.2066398466211281,0.011429106355070662,0.5331762958885133,0.5331762958885133,4,3,2,1,0.1111111111111111
349,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,6.962,cost_stability,0.011561008307855001,energy,0.2066398466211281,0.011429106355070662,0.5331762958885133,0.5331762958885133,4,3,2,1,0.1111111111111111
350,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,7.180000000000004,cost_stability,0.011186075202893503,motion,0.19811627629340228,0.011186075202893503,0.5445132367293413,0.5445132367293413,4,1,0,0,0.0
351,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,7.180000000000004,cost_stability,0.011339593400014291,balanced,0.2030668865745276,0.011339593400014291,0.5398930780819409,0.5398930780819409,4,2,1,1,0.1111111111111111
352,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,7.180000000000004,cost_stability,0.011429106355070662,energy,0.2066398466211281,0.011429106355070662,0.5331762958885133,0.5331762958885133,4,3,2,1,0.1111111111111111
353,flat_train:flat:27110,flat_train,flat,27110,efficient,cost_energy,decision_time_s,7.180000000000004,cost_stability,0.011561008307855001,stability,0.2089993411799948,0.011561008307855001,0.5270839658942281,0.5270839658942281,4,4,3,1,0.1111111111111111
354,flat_train:flat:27111,flat_train,flat,27111,fast,decision_time_s,cost_stability,0.011154688255706846,cost_energy,0.5441999584682418,motion,0.19825580853955435,0.011154688255706846,0.5441999584682418,6.955999999999999,4,1,0,0,0.0
355,flat_train:flat:27111,flat_train,flat,27111,fast,decision_time_s,cost_stability,0.011344575724625135,cost_energy,0.5386773192398534,balanced,0.20316768653073153,0.011344575724625135,0.5386773192398534,6.958,4,1,0,0,0.0
356,flat_train:flat:27111,flat_train,flat,27111,fast,decision_time_s,cost_stability,0.011344575724625135,cost_energy,0.5441999584682418,motion,0.19825580853955435,0.011154688255706846,0.5441999584682418,6.955999999999999,4,2,1,1,0.16666666666666666
357,flat_train:flat:27111,flat_train,flat,27111,fast,decision_time_s,cost_stability,0.011458855911324839,cost_energy,0.5348920715715624,energy,0.20670640424647038,0.011458855911324839,0.5348920715715624,7.153999999999999,4,1,0,0,0.0
358,flat_train:flat:27111,flat_train,flat,27111,fast,decision_time_s,cost_stability,0.011458855911324839,cost_energy,0.5386773192398534,balanced,0.20316768653073153,0.011344575724625135,0.5386773192398534,6.958,4,2,1,1,0.16666666666666666
359,flat_train:flat:27111,flat_train,flat,27111,fast,decision_time_s,cost_stability,0.011458855911324839,cost_energy,0.5441999584682418,motion,0.19825580853955435,0.011154688255706846,0.5441999584682418,6.955999999999999,4,3,2,1,0.16666666666666666
360,flat_train:flat:27111,flat_train,flat,27111,fast,decision_time_s,cost_stability,0.01152422144470383,cost_energy,0.5251980346888899,stability,0.20847993643569698,0.01152422144470383,0.5251980346888899,7.178000000000001,4,1,0,0,0.0
361,flat_train:flat:27111,flat_train,flat,27111,fast,decision_time_s,cost_stability,0.01152422144470383,cost_energy,0.5348920715715624,energy,0.20670640424647038,0.011458855911324839,0.5348920715715624,7.153999999999999,4,2,1,1,0.16666666666666666
362,flat_train:flat:27111,flat_train,flat,27111,fast,decision_time_s,cost_stability,0.01152422144470383,cost_energy,0.5386773192398534,balanced,0.20316768653073153,0.011344575724625135,0.5386773192398534,6.958,4,3,2,1,0.16666666666666666
363,flat_train:flat:27111,flat_train,flat,27111,fast,decision_time_s,cost_stability,0.01152422144470383,cost_energy,0.5441999584682418,motion,0.19825580853955435,0.011154688255706846,0.5441999584682418,6.955999999999999,4,4,3,1,0.16666666666666666
364,flat_train:flat:27111,flat_train,flat,27111,stable,cost_stability,decision_time_s,6.955999999999999,cost_energy,0.5441999584682418,motion,0.19825580853955435,0.011154688255706846,0.5441999584682418,0.011154688255706846,4,1,0,0,0.0
365,flat_train:flat:27111,flat_train,flat,27111,stable,cost_stability,decision_time_s,6.958,cost_energy,0.5386773192398534,balanced,0.20316768653073153,0.011344575724625135,0.5386773192398534,0.011344575724625135,4,1,0,0,0.0
366,flat_train:flat:27111,flat_train,flat,27111,stable,cost_stability,decision_time_s,6.958,cost_energy,0.5441999584682418,motion,0.19825580853955435,0.011154688255706846,0.5441999584682418,0.011154688255706846,4,2,1,1,0.16666666666666666
367,flat_train:flat:27111,flat_train,flat,27111,stable,cost_stability,decision_time_s,7.153999999999999,cost_energy,0.5348920715715624,energy,0.20670640424647038,0.011458855911324839,0.5348920715715624,0.011458855911324839,4,1,0,0,0.0
368,flat_train:flat:27111,flat_train,flat,27111,stable,cost_stability,decision_time_s,7.153999999999999,cost_energy,0.5386773192398534,balanced,0.20316768653073153,0.011344575724625135,0.5386773192398534,0.011344575724625135,4,2,1,1,0.16666666666666666
369,flat_train:flat:27111,flat_train,flat,27111,stable,cost_stability,decision_time_s,7.153999999999999,cost_energy,0.5441999584682418,motion,0.19825580853955435,0.011154688255706846,0.5441999584682418,0.011154688255706846,4,3,2,1,0.16666666666666666
370,flat_train:flat:27111,flat_train,flat,27111,stable,cost_stability,decision_time_s,7.178000000000001,cost_energy,0.5251980346888899,stability,0.20847993643569698,0.01152422144470383,0.5251980346888899,0.01152422144470383,4,1,0,0,0.0
371,flat_train:flat:27111,flat_train,flat,27111,stable,cost_stability,decision_time_s,7.178000000000001,cost_energy,0.5348920715715624,energy,0.20670640424647038,0.011458855911324839,0.5348920715715624,0.011458855911324839,4,2,1,1,0.16666666666666666
372,flat_train:flat:27111,flat_train,flat,27111,stable,cost_stability,decision_time_s,7.178000000000001,cost_energy,0.5386773192398534,balanced,0.20316768653073153,0.011344575724625135,0.5386773192398534,0.011344575724625135,4,3,2,1,0.16666666666666666
373,flat_train:flat:27111,flat_train,flat,27111,stable,cost_stability,decision_time_s,7.178000000000001,cost_energy,0.5441999584682418,motion,0.19825580853955435,0.011154688255706846,0.5441999584682418,0.011154688255706846,4,4,3,1,0.16666666666666666
374,flat_train:flat:27111,flat_train,flat,27111,efficient,cost_energy,decision_time_s,6.955999999999999,cost_stability,0.011154688255706846,motion,0.19825580853955435,0.011154688255706846,0.5441999584682418,0.5441999584682418,4,1,0,0,0.0
