test_context,nearest_context,context_distance,preference_name,transferred_beta_name,oracle_beta_name,exact,oracle_score,transferred_score,score_excess
rough_seed_13,rough_seed_18,2.7894459168966264,wm100_ws000_we000,lm000_ls100_le000,lm100_ls000_le000,0,0.0,0.2552291007542472,0.2552291007542472
rough_seed_13,rough_seed_18,2.7894459168966264,wm080_ws020_we000,lm000_ls100_le000,lm080_ls020_le000,0,0.1072576846278984,0.20425919712351995,0.09700151249562154
rough_seed_13,rough_seed_18,2.7894459168966264,wm080_ws000_we020,lm000_ls100_le000,lm080_ls020_le000,0,0.1438770625572425,0.20580210013591646,0.06192503757867396
rough_seed_13,rough_seed_18,2.7894459168966264,wm060_ws040_we000,lm000_ls100_le000,lm040_ls060_le000,0,0.12927293943228274,0.15328929349279266,0.02401635406050992
rough_seed_13,rough_seed_18,2.7894459168966264,wm060_ws020_we020,lm000_ls100_le000,lm080_ls020_le000,0,0.1447740629231317,0.1650929017842347,0.020318838861103
rough_seed_13,rough_seed_18,2.7894459168966264,wm060_ws000_we040,lm000_ls100_le000,lm020_ls060_le020,0,0.2618352378713939,0.3285177580484969,0.06668252017710302
rough_seed_13,rough_seed_18,2.7894459168966264,wm040_ws060_we000,lm040_ls040_le020,lm040_ls060_le000,0,0.08618195962152184,0.6332787059476057,0.5470967463260838
rough_seed_13,rough_seed_18,2.7894459168966264,wm040_ws040_we020,lm000_ls100_le000,lm040_ls060_le000,0,0.15610220709746428,0.16466341414444746,0.008561207046983182
rough_seed_13,rough_seed_18,2.7894459168966264,wm040_ws020_we040,lm000_ls100_le000,lm040_ls020_le040,0,0.21776439638815032,0.32808827040870964,0.11032387402055932
rough_seed_13,rough_seed_18,2.7894459168966264,wm040_ws000_we060,lm000_ls100_le000,lm060_ls000_le040,0,0.2248266004422157,0.49151312667297176,0.26668652623075606
rough_seed_13,rough_seed_18,2.7894459168966264,wm020_ws080_we000,lm040_ls040_le020,lm040_ls060_le000,0,0.04309097981076092,0.8439495394488394,0.8008585596380785
rough_seed_13,rough_seed_18,2.7894459168966264,wm020_ws060_we020,lm040_ls040_le020,lm040_ls060_le000,0,0.1556755637330013,0.634915088188209,0.4792395244552077
rough_seed_13,rough_seed_18,2.7894459168966264,wm020_ws040_we040,lm000_ls100_le000,lm020_ls000_le080,0,0.20263637541512522,0.3276587827689224,0.1250224073537972
rough_seed_13,rough_seed_18,2.7894459168966264,wm020_ws020_we060,lm000_ls100_le000,lm040_ls000_le060,0,0.14776604966765258,0.4910836390331845,0.3433175893655319
rough_seed_13,rough_seed_18,2.7894459168966264,wm020_ws000_we080,lm000_ls100_le000,lm040_ls000_le060,0,0.13532190971765484,0.6545084952974468,0.5191865855797919
rough_seed_13,rough_seed_18,2.7894459168966264,wm000_ws100_we000,lm040_ls040_le020,lm040_ls060_le000,0,0.0,1.054620372950073,1.054620372950073
rough_seed_13,rough_seed_18,2.7894459168966264,wm000_ws080_we020,lm040_ls040_le020,lm020_ls000_le080,0,0.12608753011067786,0.8455859216894427,0.7194983915787648
rough_seed_13,rough_seed_18,2.7894459168966264,wm000_ws060_we040,lm040_ls040_le020,lm020_ls000_le080,0,0.09457327879809715,0.6365514704288122,0.541978191630715
rough_seed_13,rough_seed_18,2.7894459168966264,wm000_ws040_we060,lm000_ls100_le000,lm020_ls000_le080,0,0.06305902748551644,0.49065415139339724,0.4275951239078808
rough_seed_13,rough_seed_18,2.7894459168966264,wm000_ws020_we080,lm000_ls100_le000,lm020_ls000_le080,0,0.03154477617293572,0.6540790076576596,0.6225342314847239
rough_seed_13,rough_seed_18,2.7894459168966264,wm000_ws000_we100,lm000_ls100_le000,lm040_ls000_le060,0,0.0,0.8175038639219216,0.8175038639219216
rough_seed_13,rough_seed_18,2.7894459168966264,balanced,lm000_ls100_le000,lm080_ls020_le000,0,0.2407611954219468,0.27347015577402645,0.03270896035207965
rough_seed_13,rough_seed_18,2.7894459168966264,motion,lm000_ls100_le000,lm080_ls020_le000,0,0.10877888823607601,0.17993142256745365,0.07115253433137764
rough_seed_13,rough_seed_18,2.7894459168966264,stability,lm040_ls040_le020,lm040_ls060_le000,0,0.11675667279975097,0.7398414093786749,0.6230847365789239
rough_seed_13,rough_seed_18,2.7894459168966264,energy,lm000_ls100_le000,lm040_ls000_le060,0,0.11082453725073943,0.5726886952553688,0.4618641580046294
rough_seed_7,rough_seed_10,2.7432757316987444,wm100_ws000_we000,lm060_ls040_le000,lm100_ls000_le000,0,0.0,0.05401712236914727,0.05401712236914727
rough_seed_7,rough_seed_10,2.7432757316987444,wm080_ws020_we000,lm080_ls020_le000,lm080_ls020_le000,1,0.0800047950810735,0.0800047950810735,0.0
rough_seed_7,rough_seed_10,2.7432757316987444,wm080_ws000_we020,lm100_ls000_le000,lm000_ls100_le000,0,0.13792513460456318,0.15589464010807672,0.017969505503513533
rough_seed_7,rough_seed_10,2.7432757316987444,wm060_ws040_we000,lm080_ls000_le020,lm080_ls020_le000,0,0.15957924677669388,0.42680119533587574,0.26722194855918185
rough_seed_7,rough_seed_10,2.7432757316987444,wm060_ws020_we020,lm080_ls020_le000,lm000_ls100_le000,0,0.13855825830360913,0.20304692405476407,0.06448866575115494
rough_seed_7,rough_seed_10,2.7432757316987444,wm060_ws000_we040,lm080_ls020_le000,lm040_ls040_le020,0,0.19151342886230452,0.4042582060312719,0.21274477716896736
rough_seed_7,rough_seed_10,2.7432757316987444,wm040_ws060_we000,lm020_ls040_le040,lm080_ls020_le000,0,0.23915369847231424,0.5512641654691575,0.3121104669968432
rough_seed_7,rough_seed_10,2.7432757316987444,wm040_ws040_we020,lm060_ls020_le020,lm020_ls080_le000,0,0.18407690973964297,0.4061372063760146,0.2220602966363716
rough_seed_7,rough_seed_10,2.7432757316987444,wm040_ws020_we040,lm080_ls020_le000,lm040_ls020_le040,0,0.18335006280574745,0.40496085537767346,0.221610792571926
rough_seed_7,rough_seed_10,2.7432757316987444,wm040_ws000_we060,lm080_ls020_le000,lm040_ls020_le040,0,0.18218737676117047,0.6061721373541812,0.4239847605930107
rough_seed_7,rough_seed_10,2.7432757316987444,wm020_ws080_we000,lm040_ls000_le060,lm000_ls060_le040,0,0.193752997998557,0.5914328492713202,0.39767985127276323
rough_seed_7,rough_seed_10,2.7432757316987444,wm020_ws060_we020,lm040_ls000_le060,lm000_ls060_le040,0,0.14662411497341107,0.4453510096265524,0.2987268946531413
rough_seed_7,rough_seed_10,2.7432757316987444,wm020_ws040_we040,lm060_ls020_le020,lm000_ls040_le060,0,0.193157007511989,0.40771239705801327,0.21455538954602427
rough_seed_7,rough_seed_10,2.7432757316987444,wm020_ws020_we060,lm060_ls020_le020,lm040_ls020_le040,0,0.17038578739111646,0.5479213965079006,0.3775356091167842
rough_seed_7,rough_seed_10,2.7432757316987444,wm020_ws000_we080,lm080_ls020_le000,lm020_ls020_le060,0,0.202,0.8080860686770907,0.6060860686770906
rough_seed_7,rough_seed_10,2.7432757316987444,wm000_ws100_we000,lm000_ls000_le100,lm020_ls020_le060,0,0.0,0.8239371052500434,0.8239371052500434
rough_seed_7,rough_seed_10,2.7432757316987444,wm000_ws080_we020,lm040_ls000_le060,lm020_ls020_le060,0,0.0,0.5914548634843438,0.5914548634843438
rough_seed_7,rough_seed_10,2.7432757316987444,wm000_ws060_we040,lm020_ls040_le040,lm020_ls020_le060,0,0.0,0.5508988295960113,0.5508988295960113
rough_seed_7,rough_seed_10,2.7432757316987444,wm000_ws040_we060,lm060_ls020_le020,lm020_ls020_le060,0,0.0,0.5496950386822334,0.5496950386822334
rough_seed_7,rough_seed_10,2.7432757316987444,wm000_ws020_we080,lm080_ls020_le000,lm020_ls020_le060,0,0.0,0.8087887180234923,0.8087887180234923
rough_seed_7,rough_seed_10,2.7432757316987444,wm000_ws000_we100,lm080_ls020_le000,lm020_ls020_le060,0,0.0,1.01,1.01
rough_seed_7,rough_seed_10,2.7432757316987444,balanced,lm060_ls020_le020,lm000_ls060_le040,0,0.22386239429317928,0.3399484865584208,0.11608609226524153
rough_seed_7,rough_seed_10,2.7432757316987444,motion,lm080_ls020_le000,lm000_ls100_le000,0,0.11065640030868305,0.15239277888743633,0.04173637857875327
rough_seed_7,rough_seed_10,2.7432757316987444,stability,lm040_ls000_le060,lm020_ls020_le060,0,0.1515,0.5183974330021922,0.36689743300219224
rough_seed_7,rough_seed_10,2.7432757316987444,energy,lm080_ls020_le000,lm020_ls020_le060,0,0.1515,0.7076560900254371,0.5561560900254371
rough_seed_15,rough_seed_8,2.977576856886841,wm100_ws000_we000,lm080_ls020_le000,lm040_ls060_le000,0,0.0,0.1193862776990456,0.1193862776990456
rough_seed_15,rough_seed_8,2.977576856886841,wm080_ws020_we000,lm080_ls020_le000,lm080_ls020_le000,1,0.0962897550200626,0.0962897550200626,0.0
rough_seed_15,rough_seed_8,2.977576856886841,wm080_ws000_we020,lm100_ls000_le000,lm020_ls060_le020,0,0.05259529022903838,0.1203603346357209,0.06776504440668252
rough_seed_15,rough_seed_8,2.977576856886841,wm060_ws040_we000,lm080_ls020_le000,lm060_ls040_le000,0,0.13357670966840973,0.1584172632989503,0.02484055363054058
rough_seed_15,rough_seed_8,2.977576856886841,wm060_ws020_we020,lm080_ls020_le000,lm060_ls040_le000,0,0.0989941531530156,0.10300095236783628,0.0040067992148206805
rough_seed_15,rough_seed_8,2.977576856886841,wm060_ws000_we040,lm100_ls000_le000,lm000_ls080_le020,0,0.10375638555318287,0.20841480839951776,0.10465842284633489
rough_seed_15,rough_seed_8,2.977576856886841,wm040_ws060_we000,lm080_ls020_le000,lm060_ls040_le000,0,0.19963632702685763,0.2370348737716975,0.03739854674483986
rough_seed_15,rough_seed_8,2.977576856886841,wm040_ws040_we020,lm080_ls020_le000,lm060_ls040_le000,0,0.13425019216796522,0.15918591417573377,0.024935722007768557
rough_seed_15,rough_seed_8,2.977576856886841,wm040_ws020_we040,lm100_ls000_le000,lm000_ls080_le020,0,0.11883651661357011,0.20886445301360498,0.09002793640003487
rough_seed_15,rough_seed_8,2.977576856886841,wm040_ws000_we060,lm100_ls000_le000,lm000_ls080_le020,0,0.06917092370212191,0.3118837660338696,0.24271284233174767
rough_seed_15,rough_seed_8,2.977576856886841,wm020_ws080_we000,lm080_ls020_le000,lm000_ls060_le040,0,0.16906897526761827,0.31565248424444475,0.14658350897682648
rough_seed_15,rough_seed_8,2.977576856886841,wm020_ws060_we020,lm080_ls020_le000,lm020_ls040_le040,0,0.13665082942840379,0.23780352464848092,0.10115269522007714
rough_seed_15,rough_seed_8,2.977576856886841,wm020_ws040_we040,lm040_ls060_le000,lm060_ls040_le000,0,0.19653083135451732,0.21558916601836708,0.019058334663849763
rough_seed_15,rough_seed_8,2.977576856886841,wm020_ws020_we060,lm040_ls060_le000,lm000_ls080_le020,0,0.11849408629821308,0.29236195494282713,0.17386786864461407
rough_seed_15,rough_seed_8,2.977576856886841,wm020_ws000_we080,lm040_ls060_le000,lm000_ls080_le020,0,0.034585461851060956,0.388405600874172,0.35382013902311105
rough_seed_15,rough_seed_8,2.977576856886841,wm000_ws100_we000,lm080_ls020_le000,lm000_ls040_le060,0,0.0,0.39427009471719193,0.39427009471719193
rough_seed_15,rough_seed_8,2.977576856886841,wm000_ws080_we020,lm080_ls020_le000,lm000_ls040_le060,0,0.0837719963357539,0.3164211351212282,0.23264913878547433
rough_seed_15,rough_seed_8,2.977576856886841,wm000_ws060_we040,lm080_ls020_le000,lm000_ls040_le060,0,0.1675439926715078,0.23857217552526436,0.07102818285375656
rough_seed_15,rough_seed_8,2.977576856886841,wm000_ws040_we060,lm040_ls060_le000,lm000_ls080_le020,0,0.23630331196571208,0.29341970923002536,0.05711639726431328
rough_seed_15,rough_seed_8,2.977576856886841,wm000_ws020_we080,lm040_ls060_le000,lm000_ls080_le020,0,0.11815165598285604,0.38946335516137015,0.2713116991785141
rough_seed_15,rough_seed_8,2.977576856886841,wm000_ws000_we100,lm040_ls060_le000,lm000_ls080_le020,0,0.0,0.4855070010927149,0.4855070010927149
rough_seed_15,rough_seed_8,2.977576856886841,balanced,lm080_ls020_le000,lm060_ls040_le000,0,0.16401860528735004,0.1708802257107565,0.0068616204234064615
rough_seed_15,rough_seed_8,2.977576856886841,motion,lm080_ls020_le000,lm040_ls060_le000,0,0.08084593725688764,0.08490973854555747,0.00406380128866983
rough_seed_15,rough_seed_8,2.977576856886841,stability,lm080_ls020_le000,lm000_ls040_le060,0,0.15212206927972094,0.27692016716565865,0.12479809788593771
rough_seed_15,rough_seed_8,2.977576856886841,energy,lm040_ls060_le000,lm000_ls080_le020,0,0.08887056472365981,0.340648216480299,0.25177765175663924
rough_seed_0,rough_seed_17,3.8716180656675303,wm100_ws000_we000,lm060_ls040_le000,lm080_ls020_le000,0,0.0,0.09024376691188865,0.09024376691188865
rough_seed_0,rough_seed_17,3.8716180656675303,wm080_ws020_we000,lm100_ls000_le000,lm100_ls000_le000,1,0.1321155908798785,0.1321155908798785,0.0
rough_seed_0,rough_seed_17,3.8716180656675303,wm080_ws000_we020,lm100_ls000_le000,lm060_ls040_le000,0,0.07240453062202368,0.08495760887929187,0.012553078257268188
rough_seed_0,rough_seed_17,3.8716180656675303,wm060_ws040_we000,lm100_ls000_le000,lm100_ls000_le000,1,0.26317972620432023,0.26317972620432023,0.0
rough_seed_0,rough_seed_17,3.8716180656675303,wm060_ws020_we020,lm100_ls000_le000,lm100_ls000_le000,1,0.13190529976879115,0.13190529976879115,0.0
rough_seed_0,rough_seed_17,3.8716180656675303,wm060_ws000_we040,lm100_ls000_le000,lm060_ls040_le000,0,0.0545652943321587,0.0637182066594689,0.009152912327310199
rough_seed_0,rough_seed_17,3.8716180656675303,wm040_ws060_we000,lm100_ls000_le000,lm060_ls000_le040,0,0.2718203446830262,0.3942438615287619,0.12242351684573571
rough_seed_0,rough_seed_17,3.8716180656675303,wm040_ws040_we020,lm100_ls000_le000,lm100_ls000_le000,1,0.26296943509323284,0.26296943509323284,0.0
rough_seed_0,rough_seed_17,3.8716180656675303,wm040_ws020_we040,lm100_ls000_le000,lm100_ls000_le000,1,0.13169500865770378,0.13169500865770378,0.0
rough_seed_0,rough_seed_17,3.8716180656675303,wm040_ws000_we060,lm100_ls000_le000,lm100_ls000_le000,1,0.04247880443964593,0.04247880443964593,0.0
rough_seed_0,rough_seed_17,3.8716180656675303,wm020_ws080_we000,lm100_ls000_le000,lm060_ls000_le040,0,0.1364945676812423,0.5253079968532036,0.3888134291719613
rough_seed_0,rough_seed_17,3.8716180656675303,wm020_ws060_we020,lm100_ls000_le000,lm000_ls060_le040,0,0.14786028400704418,0.39403357041767456,0.24617328641063038
rough_seed_0,rough_seed_17,3.8716180656675303,wm020_ws040_we040,lm100_ls000_le000,lm000_ls040_le060,0,0.2039002745098202,0.2627591439821455,0.0588588694723253
rough_seed_0,rough_seed_17,3.8716180656675303,wm020_ws020_we060,lm100_ls000_le000,lm100_ls000_le000,1,0.13148471754661642,0.13148471754661642,0.0
rough_seed_0,rough_seed_17,3.8716180656675303,wm020_ws000_we080,lm020_ls060_le020,lm100_ls000_le000,0,0.021239402219822966,0.15579260131820505,0.1345531990983821
rough_seed_0,rough_seed_17,3.8716180656675303,wm000_ws100_we000,lm060_ls000_le040,lm000_ls040_le060,0,0.0,0.11804785862529794,0.11804785862529794
rough_seed_0,rough_seed_17,3.8716180656675303,wm000_ws080_we020,lm100_ls000_le000,lm000_ls040_le060,0,0.09596386274592054,0.5250977057421163,0.4291338429961958
rough_seed_0,rough_seed_17,3.8716180656675303,wm000_ws060_we040,lm100_ls000_le000,lm000_ls040_le060,0,0.1919277254918411,0.39382327930658717,0.20189555381474608
rough_seed_0,rough_seed_17,3.8716180656675303,wm000_ws040_we060,lm100_ls000_le000,lm100_ls000_le000,1,0.26254885287105817,0.26254885287105817,0.0
rough_seed_0,rough_seed_17,3.8716180656675303,wm000_ws020_we080,lm020_ls060_le020,lm100_ls000_le000,0,0.13127442643552908,0.1612261890724971,0.029951762636968027
rough_seed_0,rough_seed_17,3.8716180656675303,wm000_ws000_we100,lm020_ls060_le020,lm100_ls000_le000,0,0.0,0.19360732621848759,0.19360732621848759
rough_seed_0,rough_seed_17,3.8716180656675303,balanced,lm100_ls000_le000,lm100_ls000_le000,1,0.21914119591102738,0.21914119591102738,0.0
rough_seed_0,rough_seed_17,3.8716180656675303,motion,lm100_ls000_le000,lm100_ls000_le000,1,0.09919183871545255,0.09919183871545255,0.0
rough_seed_0,rough_seed_17,3.8716180656675303,stability,lm100_ls000_le000,lm000_ls060_le040,0,0.11102447170949731,0.45961821085766724,0.34859373914816993
rough_seed_0,rough_seed_17,3.8716180656675303,energy,lm020_ls060_le020,lm100_ls000_le000,0,0.09861353815996232,0.13739102023696173,0.03877748207699941
rough_seed_5,rough_seed_20,2.2078173972795465,wm100_ws000_we000,lm100_ls000_le000,lm000_ls100_le000,0,0.0,0.07993338923685919,0.07993338923685919
rough_seed_5,rough_seed_20,2.2078173972795465,wm080_ws020_we000,lm080_ls000_le020,lm020_ls060_le020,0,0.1417892183131797,0.27443644792944527,0.13264722961626557
rough_seed_5,rough_seed_20,2.2078173972795465,wm080_ws000_we020,lm060_ls020_le020,lm060_ls040_le000,0,0.02538358769848591,0.22367514155563617,0.19829155385715025
rough_seed_5,rough_seed_20,2.2078173972795465,wm060_ws040_we000,lm000_ls060_le040,lm060_ls020_le020,0,0.24392489939300094,0.5582458178713383,0.3143209184783374
rough_seed_5,rough_seed_20,2.2078173972795465,wm060_ws020_we020,lm080_ls000_le020,lm020_ls060_le020,0,0.14147579821119285,0.20640353105376452,0.06492773284257167
rough_seed_5,rough_seed_20,2.2078173972795465,wm060_ws000_we040,lm060_ls020_le020,lm080_ls020_le000,0,0.04674099175401099,0.16804512044794367,0.12130412869393269
rough_seed_5,rough_seed_20,2.2078173972795465,wm040_ws060_we000,lm060_ls000_le040,lm060_ls020_le020,0,0.3645046502644354,0.39038708194951255,0.025882431685077145
rough_seed_5,rough_seed_20,2.2078173972795465,wm040_ws040_we020,lm040_ls020_le040,lm060_ls020_le020,0,0.2436028312879478,0.38907709013348174,0.14547425884553394
rough_seed_5,rough_seed_20,2.2078173972795465,wm040_ws020_we040,lm060_ls020_le020,lm060_ls020_le020,1,0.12270101231146018,0.12270101231146018,0.0
rough_seed_5,rough_seed_20,2.2078173972795465,wm040_ws000_we060,lm060_ls020_le020,lm000_ls080_le020,0,0.04853432683236005,0.1124150993402512,0.06388077250789115
rough_seed_5,rough_seed_20,2.2078173972795465,wm020_ws080_we000,lm020_ls020_le060,lm020_ls040_le040,0,0.18563973238387022,0.20294546926225,0.017305736878379774
rough_seed_5,rough_seed_20,2.2078173972795465,wm020_ws060_we020,lm000_ls040_le060,lm020_ls040_le040,0,0.1868755992148271,0.2029422784832257,0.01606667926839861
rough_seed_5,rough_seed_20,2.2078173972795465,wm020_ws040_we040,lm000_ls060_le040,lm000_ls040_le060,0,0.20388455696645139,0.4062619843559012,0.20237742738944983
rough_seed_5,rough_seed_20,2.2078173972795465,wm020_ws020_we060,lm060_ls020_le020,lm060_ls020_le020,1,0.12237894420640703,0.12237894420640703,0.0
rough_seed_5,rough_seed_20,2.2078173972795465,wm020_ws000_we080,lm060_ls020_le020,lm020_ls060_le020,0,0.031655430300672395,0.09388169521922028,0.06222626491854789
rough_seed_5,rough_seed_20,2.2078173972795465,wm000_ws100_we000,lm000_ls000_le100,lm000_ls040_le060,0,0.0,0.18069268083781717,0.18069268083781717
rough_seed_5,rough_seed_20,2.2078173972795465,wm000_ws080_we020,lm000_ls040_le060,lm000_ls040_le060,1,0.0951701268057946,0.0951701268057946,0.0
rough_seed_5,rough_seed_20,2.2078173972795465,wm000_ws060_we040,lm000_ls040_le060,lm000_ls040_le060,1,0.1903402536115892,0.1903402536115892,0.0
rough_seed_5,rough_seed_20,2.2078173972795465,wm000_ws040_we060,lm080_ls000_le020,lm060_ls020_le020,0,0.2429586950778415,0.2543950464743043,0.011436351396462763
rough_seed_5,rough_seed_20,2.2078173972795465,wm000_ws020_we080,lm060_ls020_le020,lm060_ls020_le020,1,0.12205687610135389,0.12205687610135389,0.0
rough_seed_5,rough_seed_20,2.2078173972795465,wm000_ws000_we100,lm060_ls020_le020,lm020_ls060_le020,0,0.0,0.11666076961149235,0.11666076961149235
rough_seed_5,rough_seed_20,2.2078173972795465,balanced,lm000_ls060_le040,lm060_ls020_le020,0,0.2031948689274342,0.34008582535595366,0.13689095642851945
rough_seed_5,rough_seed_20,2.2078173972795465,motion,lm080_ls000_le020,lm100_ls000_le000,0,0.10753027817181889,0.24017169904288022,0.13264142087106134
rough_seed_5,rough_seed_20,2.2078173972795465,stability,lm000_ls040_le060,lm020_ls040_le040,0,0.14056170513887578,0.15220670886241927,0.01164500372354349
rough_seed_5,rough_seed_20,2.2078173972795465,energy,lm060_ls020_le020,lm060_ls020_le020,1,0.09207297243602183,0.09207297243602183,0.0
rough_seed_11,rough_seed_4,2.2141056721857946,wm100_ws000_we000,lm080_ls020_le000,lm100_ls000_le000,0,0.0,0.1055186360505593,0.1055186360505593
rough_seed_11,rough_seed_4,2.2141056721857946,wm080_ws020_we000,lm020_ls080_le000,lm080_ls020_le000,0,0.19936358426270173,0.7283839396067534,0.5290203553440517
rough_seed_11,rough_seed_4,2.2141056721857946,wm080_ws000_we020,lm020_ls080_le000,lm100_ls000_le000,0,0.19931779513940673,0.7289988036554621,0.5296810085160554
rough_seed_11,rough_seed_4,2.2141056721857946,wm060_ws040_we000,lm020_ls080_le000,lm080_ls020_le000,0,0.3976824295546058,0.546287954705065,0.14860552515045916
rough_seed_11,rough_seed_4,2.2141056721857946,wm060_ws020_we020,lm020_ls080_le000,lm100_ls000_le000,0,0.20397344351623176,0.5469028187537736,0.3429293752375418
rough_seed_11,rough_seed_4,2.2141056721857946,wm060_ws000_we040,lm020_ls080_le000,lm100_ls000_le000,0,0.39863559027881346,0.5475176828024823,0.1488820925236688
rough_seed_11,rough_seed_4,2.2141056721857946,wm040_ws060_we000,lm020_ls080_le000,lm020_ls080_le000,1,0.3641919698033767,0.3641919698033767,0.0
rough_seed_11,rough_seed_4,2.2141056721857946,wm040_ws040_we020,lm020_ls080_le000,lm020_ls080_le000,1,0.36480683385208534,0.36480683385208534,0.0
rough_seed_11,rough_seed_4,2.2141056721857946,wm040_ws020_we040,lm020_ls080_le000,lm020_ls080_le000,1,0.36542169790079404,0.36542169790079404,0.0
rough_seed_11,rough_seed_4,2.2141056721857946,wm040_ws000_we060,lm060_ls040_le000,lm020_ls080_le000,0,0.36603656194950274,0.655530479426856,0.2894939174773533
rough_seed_11,rough_seed_4,2.2141056721857946,wm020_ws080_we000,lm000_ls100_le000,lm020_ls080_le000,0,0.18209598490168835,0.20211183563441315,0.0200158507327248
rough_seed_11,rough_seed_4,2.2141056721857946,wm020_ws060_we020,lm000_ls100_le000,lm020_ls080_le000,0,0.18271084895039702,0.20208387672580985,0.019373027775412832
rough_seed_11,rough_seed_4,2.2141056721857946,wm020_ws040_we040,lm000_ls100_le000,lm020_ls080_le000,0,0.1833257129991057,0.20205591781720658,0.018730204818100893
rough_seed_11,rough_seed_4,2.2141056721857946,wm020_ws020_we060,lm020_ls080_le000,lm020_ls080_le000,1,0.1881067373023103,0.1881067373023103,0.0
rough_seed_11,rough_seed_4,2.2141056721857946,wm020_ws000_we080,lm060_ls040_le000,lm000_ls100_le000,0,0.202,0.8730664906016244,0.6710664906016244
rough_seed_11,rough_seed_4,2.2141056721857946,wm000_ws100_we000,lm000_ls100_le000,lm020_ls080_le000,0,0.0,0.01411924884465801,0.01411924884465801
rough_seed_11,rough_seed_4,2.2141056721857946,wm000_ws080_we020,lm000_ls100_le000,lm000_ls100_le000,1,0.011295399075726409,0.011295399075726409,0.0
rough_seed_11,rough_seed_4,2.2141056721857946,wm000_ws060_we040,lm000_ls100_le000,lm000_ls100_le000,1,0.008471549306794807,0.008471549306794807,0.0
rough_seed_11,rough_seed_4,2.2141056721857946,wm000_ws040_we060,lm000_ls100_le000,lm000_ls100_le000,1,0.0056476995378632044,0.0056476995378632044,0.0
