context_id,context_index,preference_name,preference_index,w_motion,w_stability,w_energy,selected_beta_name,selected_beta_motion,selected_beta_stability,selected_beta_energy,selected_lambda_motion,selected_lambda_stability,selected_lambda_energy,selected_J_motion_s_per_m,selected_J_stability,selected_J_energy_j_per_m,selected_regret_motion,selected_regret_stability,selected_regret_energy,scalarization_score,pareto_count,pareto_ideal_motion,pareto_ideal_stability,pareto_ideal_energy,pareto_nadir_motion,pareto_nadir_stability,pareto_nadir_energy,pareto_span_motion,pareto_span_stability,pareto_span_energy,source_stage
low_friction,1,wm020_ws060_we020,11,0.2,0.6,0.2,lm040_ls060_le000,0.37,0.48,0.15,0.4,0.6,0.0,4.547219700831385,0.25017519271203076,110.62720484327328,0.289373254786527,0.2926366484276484,0.8196512287900357,0.17955585791430806,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
low_friction,1,wm020_ws040_we040,12,0.2,0.4,0.4,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.202,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
low_friction,1,wm020_ws020_we060,13,0.2,0.2,0.6,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.14779885211231392,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
low_friction,1,wm020_ws000_we080,14,0.2,0.0,0.8,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.542541160232466,0.2509052680762073,110.51206006721317,0.12004539642447351,0.7237294812464607,0.22756768461331556,0.18411477996040793,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
low_friction,1,wm000_ws100_we000,15,0.0,1.0,0.0,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.0,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
low_friction,1,wm000_ws080_we020,16,0.0,0.8,0.2,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.0,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
low_friction,1,wm000_ws060_we040,17,0.0,0.6,0.4,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.0,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
low_friction,1,wm000_ws040_we060,18,0.0,0.4,0.6,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.0,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
low_friction,1,wm000_ws020_we080,19,0.0,0.2,0.8,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.0,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
low_friction,1,wm000_ws000_we100,20,0.0,0.0,1.0,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.566854367627028,0.2496795992077843,110.4678040997217,1.0,0.0,0.0,0.0,6,4.539224297512309,0.2496795992077843,110.4678040997217,4.566854367627028,0.25137314479378425,110.6622779661086,0.02763007011471874,0.0016935455859999615,0.19447386638690034,T5.5d_frozen_regression
