context_id,context_index,beta_name,beta_motion,beta_stability,beta_energy,lambda_motion,lambda_stability,lambda_energy,J_motion_s_per_m,J_stability,J_energy_j_per_m,regret_motion,regret_stability,regret_energy
rough_seed_28,18,lm000_ls100_le000,0.15,0.7,0.15,0.0,1.0,0.0,4.690127526392075,0.25342085372924245,119.48860342430275,0.23588681885320262,0.0,0.10329968551997849
rough_seed_28,18,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.712953016458786,0.253494285357193,119.4619850525099,1.0,0.2761665082421718,0.0
rough_seed_17,19,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.536187928264587,0.20992110271816597,118.9337447041707,0.0005123518609877983,0.09464123981968448,0.26922910332438293
rough_seed_17,19,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,4.536170285007224,0.21078932569042128,119.21540307542018,0.0,0.6046352986225292,0.9979711357216359
rough_seed_17,19,lm060_ls000_le040,0.48,0.15,0.37,0.6,0.0,0.4,4.570606106765785,0.20975998378527672,119.21618723028257,1.0,0.0,1.0
rough_seed_17,19,lm020_ls060_le020,0.26,0.48,0.26,0.2,0.6,0.2,4.556320749871404,0.2114624016022477,118.82968781248044,0.5851599826906911,1.0,0.0
rough_seed_30,20,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.541403075556528,0.17727011281391225,127.21134204738219,0.0,1.0,0.22926279378027598
rough_seed_30,20,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.5443441237874165,0.1770063347411143,127.19039955567641,0.054273558577942055,0.8829739663597161,0.21712481434906186
rough_seed_30,20,lm060_ls040_le000,0.48,0.37,0.15,0.6,0.4,0.0,4.546272006714354,0.17672150640031684,126.8157791627689,0.08985035254807275,0.7566089101656732,0.0
rough_seed_30,20,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,4.591478327803371,0.17501610091081077,128.54114802044927,0.92407941752904,0.0,1.0
rough_seed_30,20,lm020_ls060_le020,0.26,0.48,0.26,0.2,0.6,0.2,4.593659372338874,0.17576555163228672,128.05202205417746,0.9643280088698863,0.3324963459353145,0.716509334166719
rough_seed_30,20,lm000_ls080_le020,0.15,0.59,0.26,0.0,0.8,0.2,4.595592413936926,0.1756895240533949,128.11034203972068,1.0,0.29876645356554077,0.750310793653839
rough_seed_31,21,lm100_ls000_le000,0.7,0.15,0.15,1.0,0.0,0.0,4.456873881942336,0.30871152300729143,127.50996913564842,0.0,1.0,1.0
rough_seed_31,21,lm080_ls020_le000,0.59,0.26,0.15,0.8,0.2,0.0,4.459570124774199,0.3083627113795838,127.43625918575287,0.0769607863101505,0.878955381229062,0.9418131830586809
rough_seed_31,21,lm060_ls000_le040,0.48,0.15,0.37,0.6,0.0,0.4,4.485093340857703,0.3079116703732294,127.00451346685198,0.8054881858963553,0.7224351212164187,0.6009920436265485
rough_seed_31,21,lm040_ls020_le040,0.36999999999999994,0.26,0.37,0.4,0.2,0.4,4.483172654018399,0.3081585741090065,127.07183305512795,0.7506646486164343,0.8081156610730426,0.6541342932838924
rough_seed_31,21,lm020_ls040_le040,0.26,0.36999999999999994,0.37,0.2,0.4,0.4,4.487641900977104,0.30688512851833044,127.40831084786197,0.8782335589873302,0.3662045439983463,0.9197506959320885
