context_id,group,terrain,seed,beta_name,pareto_nondominated,support_class,max_margin,beta_hat_motion,beta_hat_stability,beta_hat_energy,beta_gen_motion,beta_gen_stability,beta_gen_energy,original_beta_selected_cost,original_beta_best_cost,original_beta_regret,original_beta_consistent
low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,balanced,True,unsupported,-0.0007557010450604186,0.0,0.9227509316913474,0.07724906830865265,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26528355583320495,0.263838546051085,0.001445009782119977,False
low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,motion,True,strict,0.00505352786511265,1.0,-0.0,0.0,0.7,0.15,0.15,0.22886226796716286,0.22886226796716286,0.0,True
low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,stability,True,strict,0.0006750290533217296,0.0,0.0,1.0,0.15,0.7,0.15,0.1243863149415449,0.12385270652594463,0.0005336084156002674,False
low_friction_train:low_friction:27201,low_friction_train,low_friction,27201,energy,True,strict,6.410668020004584e-05,0.5085246228335827,0.0,0.4914753771664172,0.15,0.15,0.7,0.4339490089069501,0.4336060595782814,0.00034294932866868466,False
low_friction_train:low_friction:27202,low_friction_train,low_friction,27202,balanced,True,strict,0.0016363149771265327,0.7037210035557685,0.0,0.29627899644423156,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2639086478272593,0.2632830417204775,0.0006256061067818064,False
low_friction_train:low_friction:27202,low_friction_train,low_friction,27202,motion,True,strict,0.0035847536659777968,1.0,-0.0,0.0,0.7,0.15,0.15,0.23069097456002474,0.23069097456002474,0.0,True
low_friction_train:low_friction:27202,low_friction_train,low_friction,27202,stability,True,strict,0.004637282423419098,0.0,0.0,1.0,0.15,0.7,0.15,0.12407618260364138,0.12407618260364138,0.0,True
low_friction_train:low_friction:27202,low_friction_train,low_friction,27202,energy,True,strict,0.00011382189364496495,0.0,0.9649201198444194,0.03507988015558069,0.15,0.15,0.7,0.43492040963922957,0.43196183774983987,0.002958571889389694,False
low_friction_train:low_friction:27203,low_friction_train,low_friction,27203,balanced,True,strict,0.0006008255768422937,0.5447486499178964,0.0,0.45525135008210355,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2646691510964609,0.2646691510964609,0.0,True
low_friction_train:low_friction:27203,low_friction_train,low_friction,27203,motion,True,strict,0.0043380355462324105,1.0,-0.0,0.0,0.7,0.15,0.15,0.2297949347183983,0.2297949347183983,0.0,True
low_friction_train:low_friction:27203,low_friction_train,low_friction,27203,stability,True,strict,0.0021861770040333406,0.0,0.0,1.0,0.15,0.7,0.15,0.12468614924957766,0.12460912080163791,7.702844793974761e-05,False
low_friction_train:low_friction:27203,low_friction_train,low_friction,27203,energy,True,strict,0.0001704131871475468,0.0,0.9791423145920022,0.020857685407997907,0.15,0.15,0.7,0.4362630224390039,0.4350163162409851,0.0012467061980188099,False
low_friction_train:low_friction:27204,low_friction_train,low_friction,27204,balanced,True,unsupported,-0.00037412979749428194,0.0,0.9549049878218178,0.045095012178182174,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26573009112327056,0.2631677361265751,0.0025623549966954373,False
low_friction_train:low_friction:27204,low_friction_train,low_friction,27204,motion,True,strict,0.0037630026600165567,1.0,-0.0,0.0,0.7,0.15,0.15,0.22995380639313862,0.22995380639313862,0.0,True
low_friction_train:low_friction:27204,low_friction_train,low_friction,27204,stability,True,strict,0.0074484499772284885,0.0,0.0,1.0,0.15,0.7,0.15,0.12399513475381396,0.12399513475381396,0.0,True
low_friction_train:low_friction:27204,low_friction_train,low_friction,27204,energy,True,unsupported,-2.2962996626709994e-05,0.0,0.9549049878218179,0.045095012178182174,0.15,0.15,0.7,0.4366279296152775,0.4316494943786284,0.004978435236649148,False
low_friction_train:low_friction:27205,low_friction_train,low_friction,27205,balanced,True,unsupported,-0.00015129282560843752,0.0,0.980334900687144,0.019665099312856035,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26548155718968897,0.2630287736232667,0.0024527835664222564,False
low_friction_train:low_friction:27205,low_friction_train,low_friction,27205,motion,True,strict,0.004293331934741407,1.0,-0.0,0.0,0.7,0.15,0.15,0.2301523279644485,0.2301523279644485,0.0,True
low_friction_train:low_friction:27205,low_friction_train,low_friction,27205,stability,False,unsupported,-0.0004490378231351865,0.0,0.9803349006871439,0.019665099312856028,0.15,0.7,0.15,0.12498761861053041,0.1238007130138865,0.0011869055966439168,False
low_friction_train:low_friction:27205,low_friction_train,low_friction,27205,energy,True,strict,0.005190786226928479,-0.0,0.0,1.0,0.15,0.15,0.7,0.4323543020548184,0.4323543020548184,0.0,True
low_friction_train:low_friction:27206,low_friction_train,low_friction,27206,balanced,True,unsupported,-0.0004114126167380158,0.0,0.9611600069981753,0.03883999300182472,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2661824963104747,0.26228282038376927,0.003899675926705426,False
low_friction_train:low_friction:27206,low_friction_train,low_friction,27206,motion,True,strict,0.00426520343246084,1.0,-0.0,0.0,0.7,0.15,0.15,0.22930967921718612,0.22930967921718612,0.0,True
low_friction_train:low_friction:27206,low_friction_train,low_friction,27206,stability,True,strict,0.00010792141969862286,0.0,0.9540858787909756,0.04591412120902439,0.15,0.7,0.15,0.12380959191396242,0.12354833127781274,0.0002612606361496739,False
low_friction_train:low_friction:27206,low_friction_train,low_friction,27206,energy,True,strict,0.0016271269524888998,-0.0,0.0,1.0,0.15,0.15,0.7,0.4306166093116832,0.4306166093116832,0.0,True
low_friction_train:low_friction:27207,low_friction_train,low_friction,27207,balanced,True,strict,0.0007811098663744865,0.6739364016524838,0.0,0.3260635983475163,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26391283070132043,0.26341374716325877,0.0004990835380616621,False
low_friction_train:low_friction:27207,low_friction_train,low_friction,27207,motion,True,strict,0.00434728044299959,1.0,-0.0,0.0,0.7,0.15,0.15,0.22989533700904324,0.22989533700904324,0.0,True
